ABBOTT FRANCE,Pharmacien,MERLE PHILIPPE,25/02/2014,REPAS,€24,,
NOVARTIS PHARMA SAS,Pharmacien,DIEBOLD CHANTAL,06/05/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVO NORDISK,Infirmier,ANTOINE ERIC,02/07/2013,REPAS,€21,,
NOVO NORDISK,Infirmier,JACQUINOT NATHALIE,02/07/2013,REPAS,€21,,
NOVO NORDISK,Infirmier,MUSARD FRANCOISE,02/07/2013,REPAS,€21,,
NOVO NORDISK,Infirmier,POUX LAURENCE,02/07/2013,REPAS,€21,,
NOVO NORDISK,Infirmier,RABIET YVES ALAIN,02/07/2013,REPAS,€21,,
Otsuka Pharmaceutical France SAS,Infirmier,ATHIAS SYLVIE,19/02/2014,Repas,€18,,
Otsuka Pharmaceutical France SAS,Infirmier,DELUEGUE BRIGITTE,19/02/2014,Repas,€18,,
Otsuka Pharmaceutical France SAS,Infirmier,HEUZE ELISE,19/02/2014,Repas,€18,,
Otsuka Pharmaceutical France SAS,Infirmier,LIONNET AMANDA,19/02/2014,Repas,€18,,
Otsuka Pharmaceutical France SAS,Infirmier,NORMAND LYDIA,19/02/2014,Repas,€18,,
Otsuka Pharmaceutical France SAS,Médecin,POP MIHAELA,19/02/2014,Repas,€18,,
PFIZER SAS,Médecin,CUNIN BERNARD,26/06/2013,Repas,€27,,
PHARMA DOM,Médecin,KAISER PASCALINE,14/11/2013,REPAS,€43,,
PIERRE FABRE MEDICAMENT,Médecin,BAILLY ALAIN,31/01/2012,Restauration,€13,,
PIERRE FABRE MEDICAMENT,Médecin,BOLOPION MICHEL,31/01/2012,Restauration,€13,,
PIERRE FABRE MEDICAMENT,Médecin,DEMOLY JEAN MARIE,31/01/2012,Restauration,€13,,
PIERRE FABRE MEDICAMENT,Médecin,ROUSSELET MARTIN,31/01/2012,Restauration,€13,,
PIERRE FABRE MEDICAMENT,Médecin,ROUSSELET MARTIN,21/03/2012,Frais de dÃƒÂ©placement,€383,,
Prodition,Audioprothésiste,SEGUIN STEPHANIE,21/01/2014,Repas,€17,,
PRODUITS DENTAIRES PIERRE ROLLAND,Chirurgien-dentiste,JACQUARD KOHLER BRIGITTE,29/11/2012,HOSPITALITE,€102,,
RB Pharmaceuticals France,Médecin,BOLOPION Michel,08/10/2013,Hospitalité,€750,,
RB Pharmaceuticals France,Médecin,BOLOPION Michel,08/10/2013,Autre: inscription congrès,€500,,
ROCHE DIAGNOSTICS FRANCE,Pharmacien,FOURNAT CATHERINE,23/05/2014,HEBERGEMENT,€140,,
ROCHE DIAGNOSTICS FRANCE,Pharmacien,FOURNAT CATHERINE,23/05/2014,REPAS,€35,,
ROCHE DIAGNOSTICS FRANCE,Pharmacien,FOURNAT CATHERINE,23/05/2014,REPAS,€40,,
ROCHE DIAGNOSTICS FRANCE,Pharmacien,FOURNAT CATHERINE,23/05/2014,REPAS,€40,,
ROCHE DIAGNOSTICS FRANCE,Technicien de laboratoire médical,DALLEMAGNE ALLISON,02/04/2014,REPAS,€39,,
SANOFI AVENTIS FRANCE,Médecin,AESCHBACHER BRIGITTE,03/12/2013,Restauration,€12,,
SANOFI AVENTIS FRANCE,Médecin,BAILLY RACHEL,03/12/2013,Restauration,€12,,
SANOFI AVENTIS FRANCE,Médecin,GREMEAUX VALERIE,03/12/2013,Restauration,€12,,
SANOFI AVENTIS FRANCE,Pharmacien,PERRIN MARION,03/12/2013,Restauration,€12,,
SANOFI AVENTIS FRANCE,Pharmacien,TROY JULIEN,03/12/2013,Restauration,€12,,
SIEMENS AUDIOLOGIE,Audioprothésiste,SEGUIN - MOLLE STEPHANIE,04/04/2014,AUTRE : [CONGRES_2014],€45,,
SORIN GROUP FRANCE,Médecin,CUNIN BERNARD,20/05/2014,Repas,€51,,
SORIN GROUP FRANCE,Médecin,CUNIN BERNARD,19/11/2013,Repas,€42,,
STALLERGENES SA,Médecin,CHARTON GILLES,16/04/2014,REPAS,€35,,
STALLERGENES SA,Médecin,CHARTON GILLES,17/04/2014,REPAS,€52,,
St Jude Medical France SAS,Médecin,CUNIN BERNARD,24/09/2013,Repas,€39,,
St Jude Medical France SAS,Médecin,CUNIN BERNARD,08/05/2013,Repas,€240,,
St Jude Medical France SAS,Médecin,CUNIN BERNARD,08/05/2013,Autre : [INSCRIPTION],€839,,
St Jude Medical France SAS,Médecin,CUNIN BERNARD,08/05/2013,Hébergement,€796,,
St Jude Medical France SAS,Médecin,CUNIN BERNARD,24/03/2014,Repas,€59,,
St Jude Medical France SAS,Médecin,CUNIN BERNARD,07/05/2014,Hébergement,"€1,107",,
St Jude Medical France SAS,Médecin,CUNIN BERNARD,07/05/2014,Transport,"€1,288",,
St Jude Medical France SAS,Médecin,CUNIN BERNARD,07/05/2014,Hospitalité,€134,,
St Jude Medical France SAS,Médecin,CUNIN BERNARD,07/05/2014,Autre:[Inscription],"€1,015",,
St Jude Medical France SAS,Médecin,CUNIN BERNARD,07/05/2014,Repas,€362,,
St Jude Medical France SAS,Médecin,CUNIN BERNARD,09/05/2014,Repas,€26,,
St Jude Medical France SAS,Médecin,CUNIN BERNARD,08/05/2013,Transport,€529,,
TEVA SANTE SAS,Pharmacien,LAGIER FABIEN,04/04/2014,REPAS,€27,,
TEVA SANTE SAS,Pharmacien,MONTENOT PHILIPPE,28/02/2014,REPAS,€31,,
TEVA SANTE SAS,Pharmacien,MONTENOT PHILIPPE,28/02/2014,REPAS,€31,,
VITALAIRE,Infirmier,COURBEY SANDRINE,27/03/2013,RESTAURATION,€13,,
VITALAIRE,Infirmier,COURBEY SANDRINE,27/03/2013,HERBERGEMENT,€101,,
VITALAIRE,Infirmier,COURBEY SANDRINE,29/03/2013,INSCRIPTION,€140,,
VITALAIRE,Infirmier,COURBEY SANDRINE,28/03/2013,TRANSPORT,€174,,
YPSOMED SAS,Pharmacien,MONTENOT Philippe,13/03/2014,Repas,€42,,
YPSOMED SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,VASSENET Nelly,13/03/2014,Repas,€42,,
