3M France,Chirurgien-dentiste,PONS MARC,09/10/2013,REPAS,€35,,
BIOCODEX,Médecin,LAVEAU JACQUES,17/12/2013,REPAS,€66,,
BIOCODEX,Médecin,LAVEAU SANDRINE,17/12/2013,REPAS,€66,,
BIOCODEX,Médecin,PUJOL NOZERES STÉPHANIE,13/03/2014,REPAS,€49,,
BIOCODEX,Médecin,TREBESSES JEAN MICHEL,17/12/2013,REPAS,€66,,
BIOMET,Infirmier,ARRIAT STEPHANE,13/01/2014,REPAS,€50,,
BIOMET,Médecin,BAROUK PIERRE,08/09/2013,TRANSPORT,€98,,
BIOMET,Médecin,BAROUK PIERRE,05/09/2013,REPAS,€71,,
BIOMET,Médecin,BAROUK PIERRE,04/04/2014,REPAS,€11,,
BIOMET,Médecin,BAROUK PIERRE,27/12/2013,TRANSPORT,"€4,523",,
BIOMET,Médecin,BAROUK PIERRE,08/09/2013,TRANSPORT,€98,,
BIOMET,Médecin,BAROUK PIERRE,21/10/2013,HEBERGEMENT,€825,,
BIOMET,Médecin,BAROUK PIERRE,20/09/2013,TRANSPORT,€99,,
BIOMET,Médecin,BAROUK PIERRE,08/09/2013,TRANSPORT,€49,,
BIOMET,Médecin,BAROUK PIERRE,14/10/2013,REPAS,€13,,
BIOMET,Médecin,BAROUK PIERRE,28/01/2014,REPAS,€16,,
BIOMET,Médecin,BAROUK PIERRE,03/02/2014,TRANSPORT,€197,,
BIOMET,Médecin,BAROUK PIERRE,04/04/2014,REPAS,€12,,
BIOMET,Médecin,BAROUK PIERRE,04/09/2013,REPAS,€20,,
BIOMET,Médecin,BAROUK PIERRE,16/01/2014,HEBERGEMENT,€91,,
BIOMET,Médecin,BAROUK PIERRE,20/09/2013,TRANSPORT,€65,,
BIOMET,Médecin,BAROUK PIERRE,03/04/2014,REPAS,€41,,
BIOMET,Médecin,BAROUK PIERRE,15/10/2013,REPAS,€12,,
BIOMET,Médecin,BAROUK PIERRE,13/01/2014,REPAS,€37,,
BIOMET,Médecin,BAROUK PIERRE,30/01/2014,TRANSPORT,€239,,
BIOMET,Médecin,BAROUK PIERRE,04/09/2013,REPAS,€21,,
BIOMET,Médecin,BOUSQUET VINCENT,13/01/2014,REPAS,€50,,
BIOMET,Médecin,COLOMBET PHILIPPE,05/09/2013,REPAS,€71,,
BIOMET,Médecin,CORDIER GUILLAUME,08/08/2013,REPAS,€70,,
BIOMET,Médecin,CORDIER GUILLAUME,01/08/2013,TRANSPORT,€23,,
BIOMET,Médecin,CORDIER GUILLAUME,24/07/2013,TRANSPORT,€487,,
BIOMET,Médecin,CORDIER GUILLAUME,16/02/2012,REPAS,€46,,
BIOMET,Médecin,CORDIER GUILLAUME,13/01/2014,REPAS,€50,,
BIOMET,Médecin,CORDIER GUILLAUME,29/04/2014,TRANSPORT,€283,,
BIOMET,Médecin,CORDIER GUILLAUME,27/01/2014,TRANSPORT,"€1,314",,
BIOMET,Médecin,CORDIER GUILLAUME,15/11/2013,TRANSPORT,€411,,
BIOMET,Médecin,CORDIER GUILLAUME,07/09/2013,REPAS,€50,,
BIOMET,Médecin,CORDIER GUILLAUME,04/09/2013,REPAS,€16,,
BIOMET,Médecin,CORDIER GUILLAUME,05/09/2013,REPAS,€56,,
BIOMET,Médecin,GUILLO STEPHANE,26/06/2013,REPAS,€56,,
BIOMET,Médecin,GUILLO STEPHANE,22/03/2013,REPAS,€54,,
BIOMET,Médecin,GUILLO STEPHANE,24/12/2012,TRANSPORT,€270,,
BIOMET,Médecin,GUILLO STEPHANE,20/03/2013,HEBERGEMENT,€255,,
BIOMET,Médecin,GUILLO STEPHANE,21/03/2013,HEBERGEMENT,€255,,
BIOMET,Médecin,GUILLO STEPHANE,19/03/2013,REPAS,€26,,
BIOMET,Médecin,GUILLO STEPHANE,22/02/2013,REPAS,€23,,
BIOMET,Médecin,GUILLO STEPHANE,18/03/2013,REPAS,€35,,
BIOMET,Médecin,GUILLO STEPHANE,21/03/2013,HEBERGEMENT,€255,,
BIOMET,Médecin,GUILLO STEPHANE,01/07/2013,REPAS,€70,,
BIOMET,Médecin,GUILLO STEPHANE,19/03/2013,HEBERGEMENT,€452,,
BIOMET,Médecin,GUILLO STEPHANE,13/02/2014,HEBERGEMENT,€192,,
BIOMET,Médecin,GUILLO STEPHANE,22/03/2013,HEBERGEMENT,€255,,
BIOMET,Médecin,GUILLO STEPHANE,12/10/2012,TRANSPORT,€170,,
BIOMET,Médecin,GUILLO STEPHANE,15/10/2012,REPAS,€78,,
BIOMET,Médecin,GUILLO STEPHANE,08/01/2014,REPAS,€909,,
BIOMET,Médecin,GUILLO STEPHANE,13/01/2014,REPAS,€50,,
BIOMET,Médecin,GUILLO STEPHANE,22/04/2014,TRANSPORT,€129,,
BIOMET,Médecin,GUILLO STEPHANE,10/04/2014,REPAS,€17,,
BIOMET,Médecin,GUILLO STEPHANE,04/09/2013,REPAS,€66,,
BIOMET,Médecin,GUILLO STEPHANE,22/03/2013,REPAS,€54,,
BIOMET,Médecin,GUILLO STEPHANE,09/04/2014,REPAS,€20,,
BIOMET,Médecin,GUILLO STEPHANE,24/12/2012,TRANSPORT,€270,,
BIOMET,Médecin,GUILLO STEPHANE,24/12/2012,TRANSPORT,€175,,
BIOMET,Médecin,GUILLO STEPHANE,14/03/2014,REPAS,€92,,
BIOMET,Médecin,GUILLO STEPHANE,17/02/2014,TRANSPORT,"€1,057",,
BIOMET,Médecin,GUILLO STEPHANE,20/01/2014,REPAS,€81,,
BIOMET,Médecin,GUILLO STEPHANE,27/01/2014,TRANSPORT,"€1,314",,
BIOMET,Médecin,GUILLO STEPHANE,13/02/2014,HEBERGEMENT,€192,,
BIOMET,Médecin,GUILLO STEPHANE,01/07/2013,REPAS,€70,,
BIOMET,Médecin,GUILLO STEPHANE,26/06/2013,REPAS,€56,,
BIOMET,Médecin,GUILLO STEPHANE,04/09/2013,REPAS,€66,,
BIOMET,Médecin,GUILLO STEPHANE,24/12/2012,TRANSPORT,€270,,
BIOMET,Médecin,PREVOT NICOLAS,13/01/2014,REPAS,€50,,
BIOMET,Médecin,PREVOT NICOLAS,14/11/2012,REPAS,€38,,
BIOMET,Médecin,VADIER FRANCOIS,29/11/2012,REPAS,€78,,
BIO-RAD,Pharmacien,RICHARD LAURENCE,25/06/2013,REPAS,€34,,
BIOTRONIK FRANCE SAS,Infirmier,MEZIANI KARINE,20/11/2013,REPAS,€54,,
BIOTRONIK FRANCE SAS,Médecin,GENCEL LAURENT,30/10/2013,REPAS,€15,,
BIOTRONIK FRANCE SAS,Médecin,GENCEL LAURENT,20/11/2013,REPAS,€54,,
BIOTRONIK FRANCE SAS,Médecin,GENCEL LAURENT,18/04/2014,REPAS,€25,,
BIOTRONIK FRANCE SAS,Médecin,GENCEL LAURENT,08/05/2014,REPAS,€29,,
BIOTRONIK FRANCE SAS,Médecin,GENCEL LAURENT,31/01/2014,REPAS,€10,,
BIOTRONIK FRANCE SAS,Médecin,MIGNOT AUDE,30/10/2013,REPAS,€15,,
BOEHRINGER INGELHEIM FRANCE,Médecin,BOUFFARD PHILIPPE,14/11/2013,HOSPITALITE,€19,,
BOEHRINGER INGELHEIM FRANCE,Médecin,FABERES GILLES,05/06/2013,HOSPITALITE,€50,,
BOEHRINGER INGELHEIM FRANCE,Médecin,FABERES GILLES,05/03/2014,HOSPITALITE,€60,,
BOEHRINGER INGELHEIM FRANCE,Médecin,GENCEL LAURENT,21/01/2014,HOSPITALITE,€29,,
BOEHRINGER INGELHEIM FRANCE,Médecin,GENCEL LAURENT,05/11/2013,HOSPITALITE,€27,,
BOEHRINGER INGELHEIM FRANCE,Médecin,GENCEL LAURENT,11/07/2013,HOSPITALITE,€432,,
BOEHRINGER INGELHEIM FRANCE,Médecin,JAUSSAUD JEREMIE,16/05/2014,HOSPITALITE,€347,,
BOEHRINGER INGELHEIM FRANCE,Médecin,LE VIGOUROUX VIVIANE,12/12/2013,HOSPITALITE,€55,,
BOIRON,Médecin,BARANOWSKI DOMINIQUE,24/09/2013,[REPAS],€22,,
BOIRON,Médecin,BARANOWSKI DOMINIQUE,25/03/2014,[REPAS],€21,,
BOIRON,Médecin,BARANOWSKI DOMINIQUE,28/01/2014,[REPAS],€13,,
BOIRON,Médecin,BARANOWSKI DOMINIQUE,21/11/2013,[REPAS],€44,,
BOIRON,Médecin,DANGUIAT GERMAIN,17/12/2013,[REPAS],€27,,
BOIRON,Médecin,DELMEULE THIERRY,21/11/2013,[REPAS],€44,,
BOIRON,Médecin,FIGUE JEAN BAPTISTE,21/11/2013,[REPAS],€44,,
BOIRON,Pharmacien,DAGNAUD CHANTAL,13/06/2014,[AUTRE],€15,,
BOIRON,Pharmacien,DAGNAUD CHANTAL,13/06/2014,[REPAS],€20,,
BOIRON,Pharmacien,DAGNAUD CHANTAL,13/06/2014,[REPAS],€20,,
BOIRON,Pharmacien,DAGNAUD CHANTAL,13/06/2014,[AUTRE],€15,,
BOIRON,Pharmacien,DAGNAUD CHANTAL,13/06/2014,[REPAS],€20,,
BOIRON,Pharmacien,DAGNAUD CHANTAL,13/06/2014,[DONS DE FONCTIONNEMENT],€15,,
BOIRON,Pharmacien,LOTZ JULIE,13/06/2014,[DONS DE FONCTIONNEMENT],€15,,
BOIRON,Pharmacien,LOTZ JULIE,13/06/2014,[REPAS],€20,,
BOIRON,Pharmacien,LOTZ JULIE,13/06/2014,[AUTRE],€15,,
BOIRON,Pharmacien,LOTZ JULIE,13/06/2014,[DONS DE FONCTIONNEMENT],€15,,
BOIRON,Pharmacien,LOTZ JULIE,13/06/2014,[REPAS],€20,,
BOIRON,Pharmacien,LOTZ JULIE,13/06/2014,[AUTRE],€15,,
BOIRON,Pharmacien,PONS CECILE,22/10/2013,[REPAS],€12,,
BOIRON,Préparateur en pharmacie et préparateur en pharmacie hospitalière,BOUX KARELLE,22/10/2013,[REPAS],€12,,
BOIRON,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MOUESCA MARINE,22/10/2013,[REPAS],€12,,
BOIRON,Préparateur en pharmacie et préparateur en pharmacie hospitalière,PUJOL LOUISE,22/10/2013,[REPAS],€12,,
BOIRON,Préparateur en pharmacie et préparateur en pharmacie hospitalière,ROMEFORT MELISSSA,22/10/2013,[REPAS],€12,,
BOSTON SCIENTIFIC SAS,Infirmier,CANTIN NATHALIE,23/12/2013,REPAS,€30,,
BOSTON SCIENTIFIC SAS,Infirmier,JAUSSAUD CEDRIC,15/04/2014,REPAS,€17,,
BOSTON SCIENTIFIC SAS,Infirmier,JAUSSEAU ANTOINE,03/02/2014,REPAS,€29,,
BOSTON SCIENTIFIC SAS,Infirmier,LETOURNEUR ISABELLE,18/11/2013,REPAS,€29,,
BOSTON SCIENTIFIC SAS,Infirmier,LETOURNEUR ISABELLE,10/12/2013,REPAS,€31,,
BOSTON SCIENTIFIC SAS,Médecin,CHEVALIER LAURENT,18/11/2013,REPAS,€20,,
BOSTON SCIENTIFIC SAS,Médecin,CHEVALIER LAURENT,10/10/2013,REPAS,€60,,
BOSTON SCIENTIFIC SAS,Médecin,CHEVALIER LAURENT,10/06/2013,REPAS,€48,,
BOSTON SCIENTIFIC SAS,Médecin,CHEVALIER LAURENT,03/03/2014,REPAS,€24,,
BOSTON SCIENTIFIC SAS,Médecin,CORNELOUP LUC,18/11/2013,REPAS,€20,,
BOSTON SCIENTIFIC SAS,Médecin,CORNELOUP LUC,16/12/2013,REPAS,€29,,
BOSTON SCIENTIFIC SAS,Médecin,CORNELOUP LUC,03/03/2014,REPAS,€24,,
BOSTON SCIENTIFIC SAS,Médecin,CORNELOUP LUC,15/04/2014,REPAS,€17,,
BOSTON SCIENTIFIC SAS,Médecin,CORNELOUP LUC,03/02/2014,REPAS,€29,,
BOSTON SCIENTIFIC SAS,Médecin,CORNELOUP LUC,03/03/2014,REPAS,€24,,
BOSTON SCIENTIFIC SAS,Médecin,GENCEL LAURENT,16/07/2013,REPAS,€60,,
BOSTON SCIENTIFIC SAS,Médecin,GENCEL LAURENT,10/06/2013,REPAS,€48,,
BOSTON SCIENTIFIC SAS,Médecin,GENCEL LAURENT,10/10/2013,REPAS,€60,,
BOSTON SCIENTIFIC SAS,Médecin,GENCEL LAURENT,26/05/2014,REPAS,€25,,
BOSTON SCIENTIFIC SAS,Médecin,GENCEL LAURENT,23/12/2013,REPAS,€30,,
BOSTON SCIENTIFIC SAS,Médecin,GENCEL LAURENT,16/12/2013,REPAS,€29,,
BOSTON SCIENTIFIC SAS,Médecin,GENCEL LAURENT,03/03/2014,REPAS,€24,,
BOSTON SCIENTIFIC SAS,Médecin,GENCEL PAUL,18/11/2013,REPAS,€20,,
BOSTON SCIENTIFIC SAS,Médecin,MANDIN LUC,18/11/2013,REPAS,€20,,
BOSTON SCIENTIFIC SAS,Médecin,MIGNOT AUDE,03/03/2014,REPAS,€24,,
BOSTON SCIENTIFIC SAS,Médecin,MIGNOT AUDE,23/12/2013,REPAS,€30,,
BOSTON SCIENTIFIC SAS,Médecin,MIGNOT AUDE,18/11/2013,REPAS,€20,,
BRACCO IMAGING FRANCE,Médecin,DELMEULE THIERRY,13/02/2014,REPAS,€50,,
BRISTOL-MYERS SQUIBB,Médecin,BRUNETTI CASASSUS ELEONORE,26/06/2014,Repas,€27,,
BRISTOL-MYERS SQUIBB,Médecin,DRILLAUD DENIS,28/05/2014,Repas,€28,,
BRISTOL-MYERS SQUIBB,Médecin,DRILLAUD DENIS,16/10/2013,Repas,€57,,
BRISTOL-MYERS SQUIBB,Médecin,DRILLAUD DENIS,06/11/2013,Repas,€24,,
BRISTOL-MYERS SQUIBB,Médecin,DRILLAUD DENIS,14/05/2014,Repas,€32,,
BRISTOL-MYERS SQUIBB,Médecin,DRILLAUD DENIS,12/02/2014,Repas,€32,,
BRISTOL-MYERS SQUIBB,Médecin,DRILLAUD DENIS,28/05/2014,Repas,€28,,
BRISTOL-MYERS SQUIBB,Médecin,GIAUQUE ERIC,13/03/2014,Repas,€60,,
BRISTOL-MYERS SQUIBB,Médecin,HAMMOUD JAMAL,14/11/2013,Repas,€30,,
BRISTOL-MYERS SQUIBB,Médecin,HAMMOUD JAMAL,24/01/2014,Repas,€28,,
BRISTOL-MYERS SQUIBB,Médecin,LACHIVER ERIC,12/03/2014,Repas,€40,,
BRISTOL-MYERS SQUIBB,Médecin,LAN CHOW WING DAVID,16/10/2013,Repas,€57,,
BSN-RADIANTE SAS,Pharmacien,ACCOCEBERRY Guy,14/05/2013,Repas,€41,,
CAPRON PODOLOGIE,Pédicure-podologue,BINDER FRANCOIS-REGIS,11/09/2013,CADEAUX,€10,,
CENDRES+METAUX FRANCE SAS,Chirurgien-dentiste,DEREVIANKO LARA,14/03/2014,REPAS,€20,,
CENTRALE DES PEELINGS,Médecin,CIPRIANO GERARD,26/11/2013,cadeaux,€16,,
CENTRALE DES PEELINGS,Médecin,LARRAN MOULIES MICHELE,26/05/2014,cadeaux,€16,,
CHIESI SA,Médecin,DRILLAUD DENIS,08/10/2013,Repas,€53,,
CHIESI SA,Médecin,LAVEAU JACQUES,08/10/2013,Repas,€53,,
CHIESI SA,Médecin,LAVEAU SANDRINE,08/10/2013,Repas,€53,,
CLARIANCE,Médecin,AUROUER Nicolas,23/10/2013,Hébergement,€150,,
colgate palmolive,Chirurgien-dentiste,BIAU PEYRET DANIEL,04/02/2014,Dons de materiel,€16,,
colgate palmolive,Chirurgien-dentiste,GREMONT PERRINE,02/01/2014,Dons de materiel,€16,,
colgate palmolive,Chirurgien-dentiste,LANGLADE PHILIPPE,02/01/2014,Dons de materiel,€16,,
colgate palmolive,Chirurgien-dentiste,TRICOIRE ASTRESSES JOELLE,22/05/2014,Dons de materiel,€16,,
CONGRES COLLOQUES CONVENTIONS,Médecin,BOUGET MICHELE,08/03/2014,REPAS,€30,,
CONGRES COLLOQUES CONVENTIONS,Médecin,BOUZGARROU MOUNIR,08/03/2014,REPAS,€30,,
CONGRES COLLOQUES CONVENTIONS,Médecin,FERRARIS DAVID,08/03/2014,REPAS,€30,,
CONGRES COLLOQUES CONVENTIONS,Médecin,HUI BON HOA HUBERT,08/03/2014,REPAS,€30,,
CONGRES COLLOQUES CONVENTIONS,Médecin,LACHIVER ERIC,08/03/2014,REPAS,€30,,
CONGRES COLLOQUES CONVENTIONS,Médecin,LAGARDERE JEAN PAUL,08/03/2014,REPAS,€30,,
CONGRES COLLOQUES CONVENTIONS,Médecin,LAVEAU SANDRINE,08/03/2014,REPAS,€30,,
CONGRES COLLOQUES CONVENTIONS,Médecin,LAYEC PIERRE,08/03/2014,REPAS,€30,,
CONGRES COLLOQUES CONVENTIONS,Médecin,SAMIER ANTOINE,08/03/2014,REPAS,€30,,
COOPERVISION SAS,Opticien-lunetier,DURIEUX MAXIME,03/04/2014,REPAS,€60,,
COOPERVISION SAS,Opticien-lunetier,GOULON CAROLE,03/04/2014,REPAS,€60,,
COOPERVISION SAS,Opticien-lunetier,MATHURIN BRUNE MARIE,03/04/2014,REPAS,€60,,
COOPERVISION SAS,Opticien-lunetier,MATHURIN HENRI,03/04/2014,REPAS,€60,,
COSMETIQUE ACTIVE FRANCE,Etudiant,BLONDEL DELPHINE,28/04/2014,REPAS,€28,,
COSMETIQUE ACTIVE FRANCE,Etudiant,BLONDEL DELPHINE,10/03/2014,REPAS,€31,,
COSMETIQUE ACTIVE FRANCE,Etudiant,CADET LAURIE,28/04/2014,REPAS,€28,,
COSMETIQUE ACTIVE FRANCE,Etudiant,CADET LAURIE,10/03/2014,REPAS,€31,,
COSMETIQUE ACTIVE FRANCE,Etudiant,CASSIER BENOIT,23/01/2014,REPAS,€31,,
COSMETIQUE ACTIVE FRANCE,Etudiant,CLOUP CHARLES,08/04/2014,REPAS,€28,,
COSMETIQUE ACTIVE FRANCE,Etudiant,CLOUP CHARLES,08/04/2014,REPAS,€28,,
COSMETIQUE ACTIVE FRANCE,Etudiant,COUSIN AMANDINE,08/04/2014,REPAS,€28,,
COSMETIQUE ACTIVE FRANCE,Etudiant,GABILLET ELISA,23/01/2014,REPAS,€31,,
COSMETIQUE ACTIVE FRANCE,Etudiant,LACAZETTE MÉLANIE,28/04/2014,REPAS,€28,,
COSMETIQUE ACTIVE FRANCE,Etudiant,LACAZETTE MÉLANIE,08/04/2014,REPAS,€28,,
COSMETIQUE ACTIVE FRANCE,Etudiant,LACAZETTE MÉLANIE,23/01/2014,REPAS,€31,,
COSMETIQUE ACTIVE FRANCE,Etudiant,MEYNES MATHIEU,23/01/2014,REPAS,€31,,
COSMETIQUE ACTIVE FRANCE,Médecin,DOUSSET LÉA,12/12/2013,REPAS,€20,,
COSMETIQUE ACTIVE FRANCE,Pharmacien,BERTON AGNES,28/04/2014,REPAS,€28,,
COSMETIQUE ACTIVE FRANCE,Pharmacien,FILLEUL SARAH,23/01/2014,REPAS,€31,,
COSMETIQUE ACTIVE FRANCE,Pharmacien,FRIOCOURT CATHERINE,28/04/2014,REPAS,€28,,
COSMETIQUE ACTIVE FRANCE,Pharmacien,FRIOCOURT CATHERINE,10/03/2014,REPAS,€31,,
COSMETIQUE ACTIVE FRANCE,Pharmacien,GAUTHIER ALBANO,08/04/2014,REPAS,€28,,
COSMETIQUE ACTIVE FRANCE,Pharmacien,HAUMONT VAN,08/04/2014,REPAS,€28,,
COSMETIQUE ACTIVE FRANCE,Pharmacien,LAMBRECHT MICHELE,28/04/2014,REPAS,€28,,
COSMETIQUE ACTIVE FRANCE,Pharmacien,LAURIN CATHERINE,28/04/2014,REPAS,€28,,
COSMETIQUE ACTIVE FRANCE,Pharmacien,LAURIN CATHERINE,08/04/2014,REPAS,€28,,
COSMETIQUE ACTIVE FRANCE,Pharmacien,LEPINE JULIE,08/04/2014,REPAS,€28,,
COSMETIQUE ACTIVE FRANCE,Pharmacien,MARES VIRGINIE,10/03/2014,REPAS,€31,,
COSMETIQUE ACTIVE FRANCE,Pharmacien,PAQUIER CATHERINE,08/04/2014,REPAS,€28,,
COSMETIQUE ACTIVE FRANCE,Pharmacien,VELLA LAURENCE,28/04/2014,REPAS,€28,,
COSMETIQUE ACTIVE FRANCE,Pharmacien,VELLA LAURENCE,10/03/2014,REPAS,€31,,
COSMETIQUE ACTIVE FRANCE,Pharmacien,VELLA LAURENCE,08/04/2014,REPAS,€28,,
COVIDIEN FRANCE S.A.S.,Médecin,HAMMOUD JAMAL,14/05/2014,REPAS,€60,,
COVIDIEN FRANCE S.A.S.,Médecin,LOTTE PATRICE,10/01/2014,REPAS,€45,,
DAIICHI SANKYO FRANCE SAS,Médecin,CHEVALIER LAURENT,17/10/2013,Repas,€60,,
DAIICHI SANKYO FRANCE SAS,Médecin,CHEVALIER LAURENT,17/07/2013,Repas,€12,,
DAIICHI SANKYO FRANCE SAS,Médecin,CORNELOUP LUC,05/04/2014,Repas,€30,,
DAIICHI SANKYO FRANCE SAS,Médecin,DRILLAUD DENIS,08/04/2014,Repas,€60,,
DAIICHI SANKYO FRANCE SAS,Médecin,FABERES GILLES,20/12/2013,Repas,€25,,
DAIICHI SANKYO FRANCE SAS,Médecin,GIGANDET TAMARELLE CATHERINE,16/09/2013,Repas,€45,,
DAIICHI SANKYO FRANCE SAS,Médecin,GIGANDET TAMARELLE CATHERINE,11/07/2013,Repas,€45,,
DAIICHI SANKYO FRANCE SAS,Médecin,HAMMOUD JAMAL,26/09/2013,Repas,€46,,
DAIICHI SANKYO FRANCE SAS,Médecin,HAMMOUD JAMAL,15/10/2013,Repas,€34,,
DAIICHI SANKYO FRANCE SAS,Médecin,HAMMOUD JAMAL,12/03/2014,Repas,€59,,
DAIICHI SANKYO FRANCE SAS,Médecin,LAVEAU JACQUES,08/04/2014,Repas,€60,,
DAIICHI SANKYO FRANCE SAS,Médecin,LAVEAU SANDRINE,08/04/2014,Repas,€60,,
DAIICHI SANKYO FRANCE SAS,Médecin,SAUVAGET ANTOINE,26/09/2013,Repas,€46,,
DAIICHI SANKYO FRANCE SAS,Médecin,TREBESSES JEAN MICHEL,08/04/2014,Repas,€60,,
DEPUY France,Médecin,ABADIE PIERRE,15/03/2014,REPAS,€29,,
DEPUY France,Médecin,JAMBOU STEPHANE,11/04/2014,REPAS,€128,,
DEPUY France,Médecin,JAMBOU STEPHANE,11/04/2014,HEBERGEMENT,€180,,
DEPUY France,Médecin,JAMBOU STEPHANE,11/04/2014,TRANSPORT,€521,,
DIAGNOSTICA STAGO,Pharmacien,PEUCHANT ALAIN,17/12/2013,REPAS,€36,,
DJO France SAS,Médecin,DESCAMPS JULIEN,17/04/2014,Repas,€42,,
DJO France SAS,Médecin,LABANERE CLAUDE,17/04/2014,Repas,€42,,
DJO France SAS,Médecin,MERLE FRANCIS,01/08/2013,Repas,€13,,
DJO France SAS,Médecin,RACINE JOSE-MANUEL,17/04/2014,Repas,€42,,
DJO France SAS,Médecin,RACINE JOSE-MANUEL,05/06/2014,Repas,€59,,
DJO France SAS,Médecin,RACINE JOSE-MANUEL,01/08/2013,Repas,€13,,
DJO France SAS,Médecin,THORIBE BERTRAND,17/04/2014,Repas,€42,,
DJO France SAS,Pharmacien,ACCOCEBERRY GUY,27/05/2013,Repas,€18,,
DJO France SAS,Pharmacien,ACCOCEBERRY-NOEL STEPHANIE,27/05/2013,Repas,€18,,
DJO France SAS,Pharmacien,BERTON AGNES,27/05/2013,Repas,€18,,
DJO France SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,ASSOUVIE NAIDE,27/05/2013,Repas,€18,,
DJO France SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,CASAGRANDE x,21/01/2014,Repas,€23,,
DJO France SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,CAUBIT JULIE,27/05/2013,Repas,€18,,
DJO France SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,DUCOLLET MARILYS,27/05/2013,Repas,€18,,
DJO France SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,ESPOSITO VANESSA,27/05/2013,Repas,€18,,
EDITION DE L'INTERLIGNE,Association usager de santé,AIDES,10/06/2014,HOSPITALITE,€60,,
EDITION DE L'INTERLIGNE,Association usager de santé,AIDES,10/06/2014,HOSPITALITE,€60,,
EDITION DE L'INTERLIGNE,Association usager de santé,AIDES,10/06/2014,HOSPITALITE,€60,,
EDITION DE L'INTERLIGNE,Association usager de santé,AIDES,10/06/2014,HOSPITALITE,€60,,
EFFIK,Médecin,AGUERRE BOSSEBOEUF JEANNETTE,08/04/2014,REPAS,€57,,
EFFIK,Médecin,BONNET AGNES,06/11/2013,REPAS,€59,,
EFFIK,Médecin,BONNET AGNES,05/12/2013,REPAS,€59,,
EFFIK,Médecin,BONNET AGNES,29/04/2014,REPAS,€43,,
EFFIK,Médecin,DESCAMPS CHRISTINE,08/04/2014,REPAS,€57,,
EFFIK,Médecin,DESCAMPS CHRISTINE,05/12/2013,REPAS,€59,,
EFFIK,Médecin,DRAVIGNEY SAVARY JOELLE,29/04/2014,REPAS,€43,,
EFFIK,Médecin,MAESTRATI BONNEFOY CATHERINE,08/04/2014,REPAS,€57,,
Essilor,Opticien-lunetier,Burkhardt Éric,11/07/2013,Invitation à déjeuner / dîner,€15,,
Essilor,Opticien-lunetier,GARCIA AMBRE,18/07/2013,Invitation à déjeuner / dîner,€67,,
Essilor,Opticien-lunetier,N/A N/A,29/08/2012,Bouteilles (s) de champagne,€78,,
ETHICON,Infirmier,DUAULT Agnès,11/04/2014,HEBERGEMENT,€180,,
ETHICON,Infirmier,DUAULT Agnès,11/04/2014,TRANSPORT,€438,,
ETHICON,Infirmier,DUAULT Agnès,11/04/2014,REPAS,€128,,
ETHICON,Infirmier,DUHAUT AGNES,06/03/2014,REPAS,€45,,
ETHICON,Médecin,ABADIE PIERRE,02/06/2014,REPAS,€60,,
ETHICON,Médecin,ABADIE PIERRE,11/11/2013,HEBERGEMENT,€510,,
ETHICON,Médecin,ABADIE PIERRE,02/06/2014,REPAS,€60,,
ETHICON,Médecin,ABADIE PIERRE,11/11/2013,HEBERGEMENT,€510,,
ETHICON,Médecin,ABADIE PIERRE,12/02/2014,REPAS,€58,,
ETHICON,Médecin,ABADIE PIERRE,11/03/2014,HEBERGEMENT,"€1,185",,
ETHICON,Médecin,ABADIE PIERRE,11/03/2014,REPAS,€126,,
ETHICON,Médecin,ABADIE PIERRE,11/03/2014,TRANSPORT,"€1,275",,
ETHICON,Médecin,ABADIE PIERRE,10/06/2014,REPAS,€37,,
ETHICON,Médecin,ABADIE PIERRE,21/01/2014,REPAS,€23,,
ETHICON,Médecin,ABADIE PIERRE,31/05/2014,REPAS,€60,,
ETHICON,Médecin,ABADIE PIERRE,23/10/2013,REPAS,€13,,
ETHICON,Médecin,Cabantous Laurence,28/05/2014,REPAS,€60,,
ETHICON,Médecin,CAZANAVE HENRI,20/09/2013,TRANSPORT,€324,,
ETHICON,Médecin,CAZANAVE HENRI,20/09/2013,HEBERGEMENT,€841,,
ETHICON,Médecin,CAZANAVE HENRI,20/09/2013,REPAS,€232,,
ETHICON,Médecin,COLOMBET PHILIPPE,03/06/2014,REPAS,€60,,
ETHICON,Médecin,CORDIER GUILLAUME,03/06/2014,REPAS,€60,,
ETHICON,Médecin,Dumoulin-Richez Chantal,28/05/2014,REPAS,€60,,
ETHICON,Médecin,FLURIN PIERRE HENRI,03/06/2014,REPAS,€60,,
ETHICON,Médecin,FLURIN PIERRE HENRI,11/11/2013,REPAS,€60,,
ETHICON,Médecin,Giauque Eric,28/05/2014,REPAS,€60,,
ETHICON,Médecin,JAMBOU STEPHANE,19/11/2013,REPAS,€32,,
ETHICON,Médecin,JAMBOU STEPHANE,10/12/2013,REPAS,€20,,
ETHICON,Médecin,JAMBOU STEPHANE,14/01/2014,REPAS,€19,,
