AbbVie,Infirmier,DEVOS CHRISTELLE,04/07/2013,Repas,€30,,
JANSSEN-CILAG,Médecin,DENEUFGERMAIN DAVID,22/05/2014,REPAS,€15,,
JANSSEN-CILAG,Médecin,DUFOUR MICKAEL,20/03/2013,REPAS,€31,,
JANSSEN-CILAG,Médecin,DUFOUR MICKAEL,13/09/2013,REPAS,€33,,
JANSSEN-CILAG,Médecin,DUFOUR MICKAEL,19/09/2013,REPAS,€38,,
JANSSEN-CILAG,Médecin,DUFOUR MICKAEL,11/07/2013,REPAS,€34,,
JANSSEN-CILAG,Médecin,DUFOUR MICKAEL,09/04/2014,REPAS,€30,,
JANSSEN-CILAG,Médecin,DUFOUR MICKAEL,05/03/2014,REPAS,€33,,
JANSSEN-CILAG,Médecin,DUFOUR MICKAEL,13/02/2014,REPAS,€40,,
JANSSEN-CILAG,Médecin,DUFOUR MICKAEL,22/01/2014,REPAS,€37,,
JANSSEN-CILAG,Médecin,DUFOUR MICKAEL,09/12/2013,REPAS,€18,,
JANSSEN-CILAG,Médecin,DUFOUR MICKAEL,22/11/2013,REPAS,€29,,
JANSSEN-CILAG,Médecin,DUFOUR MICKAEL,09/04/2014,REPAS,€30,,
JANSSEN-CILAG,Médecin,DUFOUR MICKAEL,22/11/2013,REPAS,€29,,
JANSSEN-CILAG,Médecin,DUFOUR MICKAEL,27/11/2013,REPAS,€29,,
JANSSEN-CILAG,Médecin,DUFOUR MICKAEL,09/12/2013,REPAS,€18,,
JANSSEN-CILAG,Médecin,DUFOUR MICKAELA,18/11/2013,REPAS,€29,,
JANSSEN-CILAG,Médecin,DUMONT PHILIPPE,22/01/2014,REPAS,€37,,
JANSSEN-CILAG,Médecin,DUVERGER DANIEL,06/06/2013,REPAS,€27,,
JANSSEN-CILAG,Médecin,DUVERGER DANIEL,06/11/2013,REPAS,€60,,
JANSSEN-CILAG,Médecin,GAMAIN ANNE-SOPHIE,01/07/2013,REPAS,€23,,
JANSSEN-CILAG,Médecin,GAMAIN ANNE-SOPHIE,11/03/2013,REPAS,€23,,
JANSSEN-CILAG,Médecin,GARCETTE CLEMENT,01/07/2013,REPAS,€23,,
JANSSEN-CILAG,Médecin,GARCETTE CLEMENT,09/09/2013,REPAS,€30,,
JANSSEN-CILAG,Médecin,GOSSET JEAN FRANCOIS,06/06/2013,REPAS,€27,,
JANSSEN-CILAG,Médecin,GRANATO PHILIPPE,18/01/2013,REPAS,€14,,
JANSSEN-CILAG,Médecin,HUILLET PATRICK,06/06/2013,REPAS,€27,,
JANSSEN-CILAG,Médecin,LEGER VERONIQUE,18/04/2013,REPAS,€44,,
JANSSEN-CILAG,Médecin,LOPACINSKI VIRGINIE,05/02/2013,REPAS,€24,,
JANSSEN-CILAG,Médecin,LOPACINSKI VILAIN VIRGINIE,30/11/2013,TRANSPORT,€175,,
JANSSEN-CILAG,Médecin,LOPACINSKI VILAIN VIRGINIE,30/11/2013,REPAS,€113,,
JANSSEN-CILAG,Médecin,LOPACINSKI VILAIN VIRGINIE,30/11/2013,INSCRIPTION,€420,,
JANSSEN-CILAG,Médecin,LOPACINSKI VILAIN VIRGINIE,02/09/2013,REPAS,€27,,
JANSSEN-CILAG,Médecin,LOPACINSKI VILAIN VIRGINIE,19/08/2013,REPAS,€22,,
JANSSEN-CILAG,Médecin,LOPACINSKI VILAIN VIRGINIE,27/01/2014,REPAS,€33,,
JANSSEN-CILAG,Médecin,LOPACINSKI VILAIN VIRGINIE,01/03/2013,REPAS,€32,,
JANSSEN-CILAG,Médecin,LOPACINSKI VILAIN VIRGINIE,23/03/2013,HEBERGEMENT,€140,,
JANSSEN-CILAG,Médecin,LOPACINSKI VILAIN VIRGINIE,18/11/2013,REPAS,€29,,
JANSSEN-CILAG,Médecin,LOPACINSKI VILAIN VIRGINIE,30/11/2013,TRANSPORT,€175,,
JANSSEN-CILAG,Médecin,LOPACINSKI VILAIN VIRGINIE,30/11/2013,REPAS,€113,,
JANSSEN-CILAG,Médecin,LOPACINSKI VILAIN VIRGINIE,30/11/2013,INSCRIPTION,€420,,
JANSSEN-CILAG,Médecin,LOPACINSKI VILAIN VIRGINIE,30/11/2013,HEBERGEMENT,€514,,
JANSSEN-CILAG,Médecin,LOPACINSKI VILAIN VIRGINIE,19/09/2013,REPAS,€38,,
JANSSEN-CILAG,Médecin,LOPACINSKI VILAIN VIRGINIE,13/09/2013,REPAS,€33,,
JANSSEN-CILAG,Médecin,LOPACINSKI VILAIN VIRGINIE,17/02/2014,REPAS,€33,,
JANSSEN-CILAG,Médecin,LOPACINSKI VILAIN VIRGINIE,08/03/2013,REPAS,€52,,
JANSSEN-CILAG,Médecin,LOPACINSKI VILAIN VIRGINIE,10/03/2014,REPAS,€21,,
JANSSEN-CILAG,Médecin,LORIDON FRANCOIS,15/11/2013,REPAS,€15,,
JANSSEN-CILAG,Médecin,LORIDON FRANCOIS,09/09/2013,REPAS,€30,,
JANSSEN-CILAG,Médecin,LORIDON FRANCOIS,05/02/2013,REPAS,€24,,
JANSSEN-CILAG,Médecin,LORIDON FRANCOIS,11/03/2013,REPAS,€23,,
JANSSEN-CILAG,Médecin,LORIDON FRANCOIS,23/03/2013,HEBERGEMENT,€140,,
JANSSEN-CILAG,Médecin,LORIDON FRANCOIS,15/04/2013,REPAS,€21,,
JANSSEN-CILAG,Médecin,LORIDON FRANCOIS,18/04/2013,REPAS,€44,,
JANSSEN-CILAG,Médecin,LORIDON FRANCOIS,11/03/2013,REPAS,€23,,
JANSSEN-CILAG,Médecin,LORIDON FRANCOIS,23/03/2013,HEBERGEMENT,€140,,
JANSSEN-CILAG,Médecin,LORIDON FRANCOIS,20/03/2013,REPAS,€31,,
JANSSEN-CILAG,Médecin,LORIDON FRANCOIS,23/03/2013,REPAS,€124,,
JANSSEN-CILAG,Médecin,MAILLET SARAH,09/09/2013,REPAS,€30,,
JANSSEN-CILAG,Médecin,MARQUET JEREMIE,11/03/2013,REPAS,€23,,
JANSSEN-CILAG,Médecin,MARQUET JEREMIE,01/07/2013,REPAS,€23,,
JANSSEN-CILAG,Médecin,MENGHINI FABRICE,06/06/2013,REPAS,€27,,
JANSSEN-CILAG,Médecin,MENGHINI FABRICE,06/11/2013,REPAS,€60,,
JANSSEN-CILAG,Médecin,NAVARRE COULAUD ANNIE,22/01/2014,REPAS,€37,,
JANSSEN-CILAG,Médecin,OUDAR CHRISTOPHE,06/06/2013,REPAS,€27,,
JANSSEN-CILAG,Médecin,POIVRE PIERRE,06/06/2013,REPAS,€27,,
JANSSEN-CILAG,Médecin,POIVRE PIERRE,06/11/2013,REPAS,€60,,
JANSSEN-CILAG,Médecin,POUCHET ALEXANDRE,11/03/2013,REPAS,€23,,
JANSSEN-CILAG,Médecin,POUCHET ALEXANDRE,01/07/2013,REPAS,€23,,
JANSSEN-CILAG,Médecin,REVILLION JEAN JACQUES,09/04/2014,REPAS,€30,,
JANSSEN-CILAG,Médecin,REVILLION JEAN JACQUES,22/11/2013,REPAS,€29,,
JANSSEN-CILAG,Médecin,REVILLION JEAN JACQUES,27/11/2013,REPAS,€29,,
JANSSEN-CILAG,Médecin,REVILLION JEAN JACQUES,18/11/2013,REPAS,€29,,
JANSSEN-CILAG,Médecin,REVILLION JEAN JACQUES,10/03/2014,REPAS,€21,,
JANSSEN-CILAG,Médecin,REVILLION JEAN JACQUES,24/05/2013,REPAS,€28,,
JANSSEN-CILAG,Médecin,REVILLION JEAN JACQUES,19/08/2013,REPAS,€22,,
JANSSEN-CILAG,Médecin,REVILLION JEAN JACQUES,27/11/2013,REPAS,€29,,
JANSSEN-CILAG,Médecin,REVILLION JEAN JACQUES,09/04/2014,REPAS,€30,,
JANSSEN-CILAG,Médecin,REVILLION JEAN JACQUES,02/09/2013,REPAS,€27,,
JANSSEN-CILAG,Médecin,REVILLION JEAN JACQUES,22/11/2013,REPAS,€29,,
JANSSEN-CILAG,Médecin,REVILLION JEAN  JACQUES,20/03/2013,REPAS,€31,,
JANSSEN-CILAG,Médecin,REVILLION JEAN  JACQUES,04/01/2013,REPAS,€23,,
JANSSEN-CILAG,Médecin,REVILLION JEAN  JACQUES,18/01/2013,REPAS,€14,,
JANSSEN-CILAG,Médecin,REVILLION JEAN  JACQUES,17/01/2013,REPAS,€35,,
JANSSEN-CILAG,Médecin,REVILLION JEAN  JACQUES,05/02/2013,REPAS,€24,,
JANSSEN-CILAG,Médecin,REVILLION JEAN  JACQUES,25/02/2013,REPAS,€40,,
JANSSEN-CILAG,Médecin,REVILLION JEAN  JACQUES,27/05/2013,REPAS,€45,,
JANSSEN-CILAG,Médecin,REVILLION JEAN  JACQUES,11/03/2013,REPAS,€23,,
JANSSEN-CILAG,Médecin,SEMAL ROBIN,22/11/2013,REPAS,€29,,
JANSSEN-CILAG,Médecin,SEMAL ROBIN,23/01/2014,REPAS,€30,,
JANSSEN-CILAG,Médecin,SEMAL ROBIN,04/01/2013,REPAS,€23,,
JANSSEN-CILAG,Médecin,SEMAL ROBIN,18/01/2013,REPAS,€14,,
JANSSEN-CILAG,Médecin,SEMAL ROBIN,04/01/2013,REPAS,€23,,
JANSSEN-CILAG,Médecin,SEMAL ROBIN,10/03/2014,REPAS,€21,,
JANSSEN-CILAG,Médecin,SEMAL ROBIN,27/01/2014,REPAS,€33,,
JANSSEN-CILAG,Médecin,SEMAL ROBIN,13/02/2014,REPAS,€40,,
JANSSEN-CILAG,Médecin,SEMAL ROBIN,11/07/2013,REPAS,€34,,
JANSSEN-CILAG,Médecin,SEMAL ROBIN,18/11/2013,REPAS,€29,,
JANSSEN-CILAG,Médecin,SEMAL ROBIN,18/01/2013,REPAS,€14,,
JANSSEN-CILAG,Médecin,TENEUR FABIENNE,06/11/2013,REPAS,€60,,
JANSSEN-CILAG,Médecin,TENEUR FABIENNE,06/06/2013,REPAS,€27,,
JANSSEN-CILAG,Médecin,THOMAZEAU ERIC,09/10/2013,TRANSPORT,€252,,
JANSSEN-CILAG,Médecin,THOMAZEAU ERIC,05/02/2013,REPAS,€24,,
JANSSEN-CILAG,Médecin,THOMAZEAU ERIC,18/04/2013,REPAS,€44,,
JANSSEN-CILAG,Médecin,THOMAZEAU ERIC,15/04/2013,REPAS,€21,,
JANSSEN-CILAG,Médecin,THOMAZEAU ERIC,27/01/2014,REPAS,€33,,
JANSSEN-CILAG,Médecin,THOMAZEAU ERIC,27/05/2013,REPAS,€45,,
JANSSEN-CILAG,Médecin,THOMAZEAU ERIC,09/12/2013,REPAS,€18,,
JANSSEN-CILAG,Médecin,THOMAZEAU ERIC,10/03/2014,REPAS,€21,,
JANSSEN-CILAG,Médecin,THOMAZEAU ERIC,13/09/2013,REPAS,€33,,
JANSSEN-CILAG,Médecin,THOMAZEAU ERIC,09/10/2013,HEBERGEMENT,€956,,
JANSSEN-CILAG,Médecin,THOMAZEAU ERIC,09/10/2013,INSCRIPTION,€930,,
JANSSEN-CILAG,Médecin,THOMAZEAU ERIC,18/11/2013,REPAS,€29,,
JANSSEN-CILAG,Médecin,THOMAZEAU ERIC,15/04/2013,REPAS,€21,,
JANSSEN-CILAG,Médecin,THOMAZEAU ERIC,05/02/2013,REPAS,€24,,
JANSSEN-CILAG,Médecin,THOMAZEAU ERIC,09/10/2013,HEBERGEMENT,€956,,
JANSSEN-CILAG,Médecin,THOMAZEAU ERIC,09/10/2013,INSCRIPTION,€930,,
JANSSEN-CILAG,Médecin,VANEECLOO PIERRE,02/04/2014,REPAS,€16,,
LABORATOIRE ATO-ZIZINE,Chirurgien-dentiste,STIEVENARD Frédérique,25/07/2012,Autre,€600,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BECAR PIERRE,06/06/2013,Hospitalite,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GUISLAIN BENOIT,01/06/2012,Hospitalité,€40,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GUISLAIN BENOIT,07/06/2013,Hospitalite,€43,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HUILLET PATRICK,28/01/2013,Hospitalite,€57,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,KHACHTBAN MUSTAPHA,07/09/2012,Inscription,€330,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,KHACHTBAN MUSTAPHA,07/09/2012,Hospitalité,€438,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,KHACHTBAN MUSTAPHA,07/09/2012,Transport,€107,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PENNEQUIN PHILIPPE,04/12/2013,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PENNEQUIN PHILIPPE,04/12/2013,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PENNEQUIN PHILIPPE,18/11/2013,REPAS,€47,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PENNEQUIN PHILIPPE,22/10/2012,Hospitalité,€46,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,SAINTIN JEAN FRANCOIS,18/11/2013,REPAS,€47,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,SAINTIN JEAN FRANCOIS,22/10/2012,Hospitalité,€46,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,SAINTIN JEAN FRANCOIS,17/01/2012,Hospitalité,€51,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,SEVERIN FONTANA SANDRA,29/05/2013,Hospitalite,€60,,
Laboratoire Innothera,Autres types de personne morale,PHARMACIE DRESZER,17/12/2013,CADEAUX,€20,,
Laboratoire Innothera,Autres types de personne morale,PHARMACIE DU CENTRE,17/12/2013,CADEAUX,€20,,
Laboratoire Innothera,Autres types de personne morale,PHARMACIE LEMMENS,31/01/2014,CADEAUX,€12,,
Laboratoire Innothera,Médecin,DUVERGER DANIEL,09/01/2014,CADEAUX,€12,,
Laboratoire Innothera,Médecin,TENEUR-VANDENABEELE FABIENNE,25/06/2014,REPAS,€40,,
Laboratoire Innothera,Médecin,WIERRE FREDERIC,26/06/2014,REPAS,€40,,
Laboratoires ARKOPHARMA,Préparateur en pharmacie et préparateur en pharmacie hospitalière,VAN POTTALSBERGHE SOPHIE,13/02/2014,REPAS,€53,,
LABORATOIRES BOUCHARA - RECORDATI,Pharmacien,CHAILLET DAMIEN,16/01/2014,Repas,€60,,
LABORATOIRES BOUCHARA - RECORDATI,Pharmacien,COULON BRACQ MARIE BRIGITTE,16/01/2014,Repas,€60,,
LABORATOIRES BOUCHARA - RECORDATI,Pharmacien,DELPLACE CEDRIC,16/01/2014,Repas,€60,,
LABORATOIRES CONVATEC,Médecin,BECAR PIERRE,27/06/2014,REPAS,€35,,
Laboratoires IPRAD PHARMA,Médecin,KHACHTBAN MUSTAPHA,27/11/2013,OUVRAGE,€113,,
Laboratoires IPRAD PHARMA,Médecin,KHACHTBAN MUSTAPHA,27/11/2013,OUVRAGE,€113,,
LABORATOIRES OMEGA PHARMA FRANCE,Sage-femme,GOBE SOPHIE,01/12/2013,CADEAUX,€15,,
LABORATOIRES OMEGA PHARMA FRANCE,Sage-femme,GOUWY SANDRINE,01/12/2013,CADEAUX,€15,,
LEO Pharma,Association professionnel de santé,NORD PROTHESE,22/04/2014,DONS DE FONCTIONNEMENT,"€1,000",,
LEO Pharma,Infirmier,CATTIAUX FREDERIC,19/12/2013,REPAS,€10,,
LEO Pharma,Médecin,DELOBELLE JEAN MICHEL,13/05/2014,REPAS,€29,,
LEO Pharma,Médecin,DELOBELLE JEAN MICHEL,13/05/2014,REPAS,€29,,
LEO Pharma,Médecin,DUVERGER DANIEL,13/05/2014,REPAS,€29,,
LEO Pharma,Médecin,DUVERGER DANIEL,04/02/2014,REPAS,€59,,
LEO Pharma,Médecin,ELHAGE RICHARD,13/05/2014,REPAS,€29,,
LEO Pharma,Médecin,KHACHTBAN MUSTAPHA,14/05/2014,REPAS,€58,,
LEO Pharma,Médecin,LESAGE PHILIPPE,13/05/2014,REPAS,€29,,
LEO Pharma,Médecin,MULLIEZ ARNAUD,04/12/2013,HOSPITALITE,€600,,
LEO Pharma,Médecin,PENNEQUIN PHILIPPE,22/05/2014,REPAS,€55,,
LEO Pharma,Médecin,SAINTIN JEAN FRANCOIS,22/05/2014,REPAS,€55,,
LEO Pharma,Médecin,TENEUR FABIENNE,13/05/2014,REPAS,€29,,
LEO Pharma,Médecin,TENEUR FABIENNE,04/02/2014,REPAS,€59,,
LES LABORATOIRES SERVIER,Etudiant,PHAN CECILE,16/12/2013,Repas,€31,,
LES LABORATOIRES SERVIER,Etudiant,SCOUFLAIRE TATIANA,16/12/2013,Repas,€31,,
LES LABORATOIRES SERVIER,Etudiant,TAHON ANNE LAURE,06/12/2013,Repas,€52,,
LES LABORATOIRES SERVIER,Médecin,BOHET MARINE,20/03/2014,Repas,€52,,
LES LABORATOIRES SERVIER,Médecin,BONORD ALEXANDRE,06/12/2013,Repas,€52,,
LES LABORATOIRES SERVIER,Médecin,BOUTILLIER ISABELLE,16/12/2013,Repas,€31,,
LES LABORATOIRES SERVIER,Médecin,DUFOUR MICHAEL,20/03/2014,Repas,€52,,
LES LABORATOIRES SERVIER,Médecin,GUISLAIN BENOIT,06/12/2013,Repas,€58,,
LES LABORATOIRES SERVIER,Médecin,LOPACINSKI VIRGINIE,06/12/2013,Repas,€52,,
LES LABORATOIRES SERVIER,Médecin,LOPACINSKI VIRGINIE,15/05/2014,Repas,€42,,
LES LABORATOIRES SERVIER,Médecin,LOPACINSKI VIRGINIE,06/12/2013,Repas,€52,,
LES LABORATOIRES SERVIER,Médecin,LORIDON FRANCOIS,16/12/2013,Repas,€31,,
LES LABORATOIRES SERVIER,Médecin,PAVAUT MARC,06/12/2013,Repas,€52,,
LES LABORATOIRES SERVIER,Médecin,PENNEQUIN PHILIPPE,06/12/2013,Repas,€58,,
LES LABORATOIRES SERVIER,Médecin,REVILLION J-JACQUES,16/12/2013,Repas,€31,,
LES LABORATOIRES SERVIER,Médecin,REVILLION J-JACQUES,06/12/2013,Repas,€52,,
LES LABORATOIRES SERVIER,Médecin,SEMAL ROBIN,06/12/2013,Repas,€52,,
LES LABORATOIRES SERVIER,Médecin,THOMAZEAU ERIC,16/12/2013,Repas,€31,,
LES LABORATOIRES SERVIER,Médecin,THOMAZEAU ERIC,06/12/2013,Repas,€52,,
LUNDBECK SAS,Infirmier,LANSIAUX GERARD,16/06/2014,AUTRE : FRAIS DE RESTAURATION / RP,€24,,
LUNDBECK SAS,Médecin,BENARD VICTOIRE,21/10/2013,AUTRE : FRAIS DE RESTAURATION / RP,€20,,
LUNDBECK SAS,Médecin,BOHET MARINE,16/06/2014,AUTRE : FRAIS DE RESTAURATION / RP,€24,,
LUNDBECK SAS,Médecin,BOUTILLIER KERVISTIN ISABELLE,16/06/2014,AUTRE : FRAIS DE RESTAURATION / RP,€24,,
LUNDBECK SAS,Médecin,BOUTILLIER KERVISTIN ISABELLE,10/02/2014,AUTRE : FRAIS DE RESTAURATION / RP,€20,,
LUNDBECK SAS,Médecin,DUFOUR MICKAEL,10/07/2013,AUTRE : FRAIS DE RESTAURATION / RP,€29,,
LUNDBECK SAS,Médecin,DUFOUR MICKAEL,21/10/2013,AUTRE : FRAIS DE RESTAURATION / RP,€20,,
LUNDBECK SAS,Médecin,DUFOUR MICKAEL,16/06/2014,AUTRE : FRAIS DE RESTAURATION / RP,€24,,
LUNDBECK SAS,Médecin,DURAND AURELIE,16/06/2014,AUTRE : FRAIS DE RESTAURATION / RP,€24,,
LUNDBECK SAS,Médecin,GANGLOFF LAURA,21/10/2013,AUTRE : FRAIS DE RESTAURATION / RP,€20,,
LUNDBECK SAS,Médecin,LOPACINSKI VILAIN VIRGINIE,16/06/2014,AUTRE : FRAIS DE RESTAURATION / RP,€24,,
LUNDBECK SAS,Médecin,LOPACINSKI VILAIN VIRGINIE,21/02/2014,AUTRE : FRAIS DE RESTAURATION / RP,€45,,
LUNDBECK SAS,Médecin,LOPACINSKI VILAIN VIRGINIE,10/02/2014,AUTRE : FRAIS DE RESTAURATION / RP,€20,,
LUNDBECK SAS,Médecin,LORIDON FRANCOIS,21/10/2013,AUTRE : FRAIS DE RESTAURATION / RP,€20,,
LUNDBECK SAS,Médecin,LORIDON FRANCOIS,10/02/2014,AUTRE : FRAIS DE RESTAURATION / RP,€20,,
LUNDBECK SAS,Médecin,MARQUET JEREMIE,10/02/2014,AUTRE : FRAIS DE RESTAURATION / RP,€20,,
LUNDBECK SAS,Médecin,PARANT AMANDINE,16/06/2014,AUTRE : FRAIS DE RESTAURATION / RP,€24,,
LUNDBECK SAS,Médecin,PHAN CECILE,21/02/2014,AUTRE : FRAIS DE RESTAURATION / RP,€45,,
LUNDBECK SAS,Médecin,POUCHET ALEXANDRE,16/06/2014,AUTRE : FRAIS DE RESTAURATION / RP,€24,,
LUNDBECK SAS,Médecin,REVILLION JEAN JACQUES,21/10/2013,AUTRE : FRAIS DE RESTAURATION / RP,€20,,
LUNDBECK SAS,Médecin,REVILLION JEAN JACQUES,22/01/2014,AUTRE : HOSPITALITE,"€1,060",,
LUNDBECK SAS,Médecin,REVILLION JEAN JACQUES,17/04/2014,AUTRE : FRAIS DE RESTAURATION / RP,€32,,
LUNDBECK SAS,Médecin,REVILLION JEAN JACQUES,20/06/2014,AUTRE : FRAIS DE RESTAURATION / RP,€45,,
LUNDBECK SAS,Médecin,REVILLION JEAN JACQUES,16/06/2014,AUTRE : FRAIS DE RESTAURATION / RP,€24,,
LUNDBECK SAS,Médecin,REVILLION JEAN JACQUES,10/02/2014,AUTRE : FRAIS DE RESTAURATION / RP,€20,,
LUNDBECK SAS,Médecin,SCOUFLAIRE TATIANA,21/02/2014,AUTRE : FRAIS DE RESTAURATION / RP,€45,,
LUNDBECK SAS,Médecin,SEMAL ROBIN,10/02/2014,AUTRE : FRAIS DE RESTAURATION / RP,€20,,
LUNDBECK SAS,Médecin,THOMAZEAU ERIC,10/02/2014,AUTRE : FRAIS DE RESTAURATION / RP,€20,,
LUNDBECK SAS,Médecin,THOMAZEAU ERIC,16/06/2014,AUTRE : FRAIS DE RESTAURATION / RP,€24,,
LUNDBECK SAS,Médecin,THOMAZEAU ERIC,21/02/2014,AUTRE : FRAIS DE RESTAURATION / RP,€45,,
LUNDBECK SAS,Médecin,THOMAZEAU ERIC,10/02/2014,AUTRE : FRAIS DE RESTAURATION / RP,€20,,
LUNDBECK SAS,Médecin,VINCON LEITE ALICE,16/06/2014,AUTRE : FRAIS DE RESTAURATION / RP,€24,,
LVL MEDICAL PARIS ET NORD,Diététicien,BERNARD MELINDA,10/03/2014,REPAS,€20,,
MEDACTA FRANCE,Médecin,LEBRUN MATHIEU,29/01/2013,REPAS,€55,,
MEDACTA FRANCE,Médecin,LEBRUN MATHIEU,30/01/2013,REPAS,€13,,
medi,Médecin,KHACHTBAN MUSTAPHA,30/09/2013,REPAS,€32,,
medi,Médecin,KHACHTBAN MUSTAPHA,13/03/2014,Repas,€42,,
MEDTRONIC France S.A.S,Infirmier,DUFOUR GUILLAUME,23/05/2014,REPAS,€22,,
MEDTRONIC France S.A.S,Infirmier,DUFOUR GUILLAUME,18/07/2013,REPAS,€18,,
MEDTRONIC France S.A.S,Infirmier,DUFOUR GUILLAUME,12/07/2013,REPAS,€23,,
MEDTRONIC France S.A.S,Médecin,GOSSET JEAN-FRANCOIS,11/07/2013,REPAS,€18,,
MENARINI FRANCE,Médecin,BECAR PIERRE,14/03/2014,Autre : [Restauration],€58,,
MENARINI FRANCE,Médecin,LECERF ERIC,14/03/2014,Autre : [Restauration],€58,,
MENARINI FRANCE,Médecin,PENNEQUIN PHILIPPE,14/03/2014,Autre : [Restauration],€58,,
MERCK SERONO,Médecin,PINELLE VERRIEZ FRANCE,16/05/2014,REPAS,€13,,
MERCK SERONO,Médecin,TIBERGHIEN SEGARD PAULINE,16/05/2014,REPAS,€13,,
Molnlycke Health Care,Infirmier,BOUSBAINE BELLOUNI DALILA,03/06/2014,REPAS,€18,,
MSD France,Médecin,BECAR PIERRE,18/04/2014,REPAS,€60,,
MSD France,Médecin,BERA GEORGES,06/06/2013,HOSPITALITÉ,€55,,
MSD France,Médecin,BERA GEORGES,19/03/2013,HOSPITALITÉ,€35,,
MSD France,Médecin,BERA GEORGES,10/01/2012,REPAS,€30,,
MSD France,Médecin,BERA GEORGES,20/09/2013,REPAS,€23,,
MSD France,Médecin,BERA GEORGES,17/09/2013,REPAS,€30,,
MSD France,Médecin,BERA GEORGES,27/03/2012,HOSPITALITE,€46,,
MSD France,Médecin,BERA GEORGES,26/06/2012,HOSPITALITE,€59,,
MSD France,Médecin,BERA GEORGES,11/03/2014,REPAS,€30,,
MSD France,Médecin,BERA GEORGES,10/12/2013,REPAS,€30,,
MSD France,Médecin,DUFOUR MICKAEL,16/05/2012,REPAS,€40,,
MSD France,Médecin,DUVERGER DANIEL,11/03/2014,REPAS,€30,,
MSD France,Médecin,GUISLAIN BENOIT,18/04/2014,REPAS,€60,,
MSD France,Médecin,GUISLAIN BENOIT,20/07/2012,REPAS,€36,,
MSD France,Médecin,GUISLAIN BENOIT,16/11/2012,REPAS,€33,,
MSD France,Médecin,KHACHTBAN MUSTAPHA,19/03/2014,INSCRIPTION,€474,,
MSD France,Médecin,KHACHTBAN MUSTAPHA,27/03/2014,REPAS,€50,,
MSD France,Médecin,KHACHTBAN MUSTAPHA,12/02/2014,REPAS,€55,,
MSD France,Médecin,KHACHTBAN MUSTAPHA,11/09/2013,HÉBERGEMENT,€191,,
MSD France,Médecin,KHACHTBAN MUSTAPHA,13/05/2013,REPAS,€24,,
MSD France,Médecin,KHACHTBAN MUSTAPHA,16/04/2013,REPAS,€24,,
MSD France,Médecin,KHACHTBAN MUSTAPHA,11/09/2013,INSCRIPTION,€330,,
MSD France,Médecin,LECOMPTE FREDERIC,20/09/2013,REPAS,€23,,
MSD France,Médecin,LECOMPTE FREDERIC,11/03/2014,REPAS,€30,,
MSD France,Médecin,LECOMPTE FREDERIC,10/12/2013,REPAS,€30,,
MSD France,Médecin,LECOMPTE FREDERIC,17/09/2013,REPAS,€30,,
MSD France,Médecin,LECOMPTE FREDERIC,20/09/2013,REPAS,€23,,
MSD France,Médecin,LECOMPTE FREDERIC,27/05/2014,REPAS,€30,,
MSD France,Médecin,LECOMPTE FREDERIC,19/03/2013,HOSPITALITÉ,€35,,
MSD France,Médecin,LECOMPTE FREDERIC,26/06/2012,HOSPITALITE,€59,,
MSD France,Médecin,LECOMPTE FREDERIC,12/07/2012,REPAS,€28,,
MSD France,Médecin,LECOMPTE FREDERIC,15/05/2012,HOSPITALITE,€55,,
MSD France,Médecin,LEJEUNE RENAUD,09/10/2013,REPAS,€64,,
MSD France,Médecin,LEJEUNE RENAUD,06/12/2013,REPAS,€55,,
MSD France,Médecin,LEJEUNE RENAUD,24/10/2012,HOSPITALITE,€60,,
MSD France,Médecin,PINELLE VERRIEZ FRANCE,10/12/2013,REPAS,€30,,
MSD France,Médecin,PINELLE VERRIEZ FRANCE,18/12/2013,REPAS,€28,,
MSD France,Médecin,PINELLE VERRIEZ FRANCE,17/09/2013,REPAS,€30,,
MSD France,Médecin,PINELLE VERRIEZ FRANCE,20/09/2013,REPAS,€23,,
MSD France,Médecin,PINELLE VERRIEZ FRANCE,01/04/2014,REPAS,€63,,
MSD France,Médecin,PINELLE VERRIEZ FRANCE,10/01/2012,REPAS,€30,,
MSD France,Médecin,PINELLE VERRIEZ FRANCE,19/03/2013,HOSPITALITÉ,€35,,
MSD France,Médecin,PINELLE VERRIEZ FRANCE,05/06/2014,TRANSPORT,€221,,
MSD France,Médecin,PINELLE VERRIEZ FRANCE,03/05/2012,REPAS,€27,,
MSD France,Médecin,PINELLE VERRIEZ FRANCE,26/06/2012,HOSPITALITE,€59,,
