ALK-Abelló,Médecin,MONEA ELENA,20/11/2012,AUTRE : [RESTAURATION],€60,,
NOVARTIS PHARMA SAS,Médecin,DE BOTTON PHILIPPE,23/07/2013,Repas,€52,,
NOVARTIS PHARMA SAS,Médecin,GIACCARDI YVETTE,15/04/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,GIACCARDI YVETTE,06/05/2014,Autre : [Participation Evenement Scientifique],€29,,
NOVARTIS PHARMA SAS,Médecin,IMBERT COSCHIERI FRANCOISE,20/03/2014,Hébergement,€220,,
NOVARTIS PHARMA SAS,Médecin,IMBERT COSCHIERI FRANCOISE,20/03/2014,Transport,€370,,
NOVARTIS PHARMA SAS,Médecin,IMBERT COSCHIERI FRANCOISE,20/03/2014,Repas,€60,,
NOVARTIS PHARMA SAS,Médecin,MONEA ELENA,27/03/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,MONEA ELENA,18/02/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,MONEA ELENA,06/02/2014,Autre : [Participation Evenement Scientifique],€20,,
NOVARTIS PHARMA SAS,Médecin,NEYSSENSAS CORNEIL PASCALE,27/03/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,NGUYEN TAN HUNG,18/03/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,SAMPIERI JEAN BAPTISTE,25/10/2013,Repas,€34,,
NOVARTIS PHARMA SAS,Médecin,SAMPIERI JEAN BAPTISTE,10/04/2014,Repas,€45,,
NOVARTIS PHARMA SAS,Médecin,TAQUET MARIUS,18/03/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Pharmacien,COLOMBANI SANSON MARION,17/10/2013,Repas,€19,,
NOVO NORDISK,Infirmier,FORQUET DE DORNE ANNE,03/06/2014,REPAS,€17,,
NOVO NORDISK,Infirmier,GODET CATHY,03/06/2014,REPAS,€17,,
NOVO NORDISK,Médecin,BUREAU JOEL,20/02/2014,REPAS,€60,,
NOVO NORDISK,Médecin,CORNEIL GERARD,20/02/2014,REPAS,€60,,
NOVO NORDISK,Médecin,DE BOTTON PHILIPPE,02/04/2014,REPAS,€22,,
NOVO NORDISK,Médecin,MOHDAD FADI,03/06/2014,REPAS,€17,,
NOVO NORDISK,Médecin,NEYSSENSAS CORNEIL PASCALE,20/02/2014,REPAS,€60,,
NOVO NORDISK,Pharmacien,MAMMONE ANNE MARIE,03/06/2014,REPAS,€17,,
NOVO NORDISK,Préparateur en pharmacie et préparateur en pharmacie hospitalière,BARBAZAN DIDIER,03/06/2014,REPAS,€17,,
Ophtalmic Compagnie,Médecin,IMBERT FRANCOISE,13/02/2014,Repas,€55,,
PECH CERCIAT,Médecin,Le Blond Josiane,17/10/2013,Autre : [ECHANTILLON],€20,,
Pierre Fabre Dermo-Cosmétique,Pharmacien,ESBERARD MARTINE,11/12/2013,RP,€48,,
PIERRE FABRE MEDICAMENT,Médecin,ABADIE JEAN BERNARD,24/05/2012,Restauration,€28,,
PIERRE FABRE MEDICAMENT,Médecin,ABADIE JEAN BERNARD,14/06/2012,Restauration,€40,,
PIERRE FABRE MEDICAMENT,Médecin,BATTAGLIONE MARCEL,05/04/2012,Restauration,€32,,
PIERRE FABRE MEDICAMENT,Médecin,BOULANGER JEAN PHILIPPE,14/06/2012,Restauration,€40,,
PIERRE FABRE MEDICAMENT,Médecin,BUREAU JOEL,05/06/2014,RESTAURATION,€60,,
PIERRE FABRE MEDICAMENT,Médecin,BUREAU JOEL,22/04/2014,RESTAURATION,€32,,
PIERRE FABRE MEDICAMENT,Médecin,CHAN PETER,22/04/2014,RESTAURATION,€32,,
PIERRE FABRE MEDICAMENT,Médecin,CHASSERY JACQUES,22/04/2014,RESTAURATION,€32,,
PIERRE FABRE MEDICAMENT,Médecin,CORNEIL GERARD,05/06/2014,RESTAURATION,€60,,
PIERRE FABRE MEDICAMENT,Médecin,CORNEIL GERARD,11/04/2013,Restauration,€71,,
PIERRE FABRE MEDICAMENT,Médecin,D AGRO RENE,29/04/2014,RESTAURATION,€18,,
PIERRE FABRE MEDICAMENT,Médecin,DE BOTTON PHILIPPE,18/04/2012,Restauration,€21,,
PIERRE FABRE MEDICAMENT,Médecin,DE BOTTON PHILIPPE,22/06/2013,Restauration,€45,,
PIERRE FABRE MEDICAMENT,Médecin,DUMAS GERARD,29/03/2012,Restauration,€47,,
PIERRE FABRE MEDICAMENT,Médecin,FUCHS SYLVAINE,14/06/2012,Restauration,€40,,
PIERRE FABRE MEDICAMENT,Médecin,GUILLAIN GERARD,22/06/2013,Restauration,€45,,
PIERRE FABRE MEDICAMENT,Médecin,INEDJIAN JEAN MARC,14/06/2012,Restauration,€40,,
PIERRE FABRE MEDICAMENT,Médecin,NEYSSENSAS CORNEIL PASCALE,11/04/2013,Restauration,€71,,
PIERRE FABRE MEDICAMENT,Médecin,NEYSSENSAS CORNEIL PASCALE,05/06/2014,RESTAURATION,€60,,
PIERRE FABRE MEDICAMENT,Médecin,STEFAN LILIANA,05/06/2014,RESTAURATION,€60,,
PIERRE FABRE MEDICAMENT,Médecin,SUF CATHIJEAN,22/04/2014,RESTAURATION,€32,,
PIERRE FABRE MEDICAMENT,Médecin,SUF CATHIJEAN,29/03/2012,Restauration,€47,,
PIERRE FABRE MEDICAMENT,Médecin,SUF CATHIJEAN,17/02/2012,Restauration,€17,,
Prodition,Audioprothésiste,BOISIS FRANCOIS,06/03/2014,Repas,€16,,
RESEARCH NOW SAS,Médecin,sicre gerard,02/10/2013,enquête,€19,,
ROTTAPHARM SAS,Médecin,LEBAS JEAN-FRANCOIS,05/04/2012,Inscription,€220,,
SANOFI AVENTIS FRANCE,Médecin,DE BOTTON PHILIPPE,13/02/2014,Inscription,€395,,
SANOFI AVENTIS FRANCE,Médecin,DE BOTTON PHILIPPE,13/02/2014,Transport,€696,,
SANOFI AVENTIS FRANCE,Médecin,DE BOTTON PHILIPPE,13/02/2014,Hébergement,€200,,
SANOFI AVENTIS FRANCE,Pharmacien,COLOMBANI SANSON MARION,12/05/2014,Repas,€18,,
SANOFI AVENTIS FRANCE,Pharmacien,COLOMBANI SANSON MARION,15/01/2014,Repas,€21,,
SANOFI AVENTIS FRANCE,Pharmacien,COLOMBANI SANSON MARION,15/01/2014,Repas,€21,,
SANOFI AVENTIS FRANCE,Pharmacien,COLOMBANI SANSON MARION,12/05/2014,Repas,€18,,
SANOFI AVENTIS FRANCE,Pharmacien,COLOMBANI SANSON MARION,14/03/2014,Repas,€19,,
SEPTODONT SAS,Chirurgien-dentiste,MASSET PHILIPPE,16/02/2012,Cadeaux,€288,,
SEPTODONT SAS,Chirurgien-dentiste,PESUCCI MICHEL,26/07/2013,Autre,€15,,
SEPTODONT SAS,Chirurgien-dentiste,PILLON PIERRE-JEAN,11/12/2012,Autre,"€1,000",,
SIEMENS AUDIOLOGIE,Audioprothésiste,BOISIS FRANCOIS,09/04/2014,REPAS,€29,,
SIEMENS AUDIOLOGIE,Audioprothésiste,TIBERGHIEN HERVE,04/01/2014,AUTRE : [BOISSON],€21,,
SNC LCA de NICE,Médecin,FUCHS Sylvaine,30/11/2013,Hospitalité,"€1,982",,
STARKEY FRANCE,Audioprothésiste,BOISSIS FRANCOIS,14/05/2014,REPAS,€80,,
Takeda France,Médecin,BROUSSOLLE BUN Sophie,15/04/2014,REPAS,€18,,
TEVA SANTE SAS,Médecin,ABADIE JEAN BERNARD,23/09/2013,REPAS,€17,,
TEVA SANTE SAS,Médecin,BENSOUSSAN DANIEL,02/07/2013,REPAS,€35,,
TEVA SANTE SAS,Médecin,BOULANGER JEAN PHILIPPE,02/07/2013,REPAS,€35,,
TEVA SANTE SAS,Médecin,BUREAU JOEL,08/04/2014,REPAS,€58,,
TEVA SANTE SAS,Pharmacien,LEGRAND PASCAL,28/03/2014,REPAS,€32,,
TEVA SANTE SAS,Pharmacien,LEGRAND SOPHIE,28/03/2014,REPAS,€32,,
TEVA SANTE SAS,Sage-femme,COUDRAIN STEPHANIE,02/07/2013,REPAS,€35,,
TOSHIBA MEDICAL FRANCE,Médecin,Crovetto Nicolas,03/04/2014,Repas,€38,,
TOSHIBA MEDICAL FRANCE,Médecin,Crovetto Nicolas,20/02/2014,Repas,€45,,
TOSHIBA MEDICAL FRANCE,Médecin,Crovetto Nicolas,20/02/2014,Repas,€45,,
TOSHIBA MEDICAL FRANCE,Médecin,Vincec Alexis,20/02/2014,Repas,€45,,
TOSHIBA MEDICAL FRANCE,Médecin,Vincec Alexis,11/04/2014,Repas,€24,,
TRB CHEMEDICA,Médecin,BITOUN DAVID,18/06/2014,REPAS,€32,,
TRB CHEMEDICA,Médecin,BITOUN DAVID,30/10/2013,REPAS,€37,,
TRB CHEMEDICA,Médecin,BITOUN DAVID,02/07/2013,CADEAUX,€80,,
TRB CHEMEDICA,Médecin,COSCHIERI IMBERT FRANCOISE,30/10/2013,REPAS,€37,,
VIFOR FRANCE SA,Pharmacien,LEMONNIER JOAN,18/09/2013,REPAS,€29,,
VIFOR FRANCE SA,Préparateur en pharmacie et préparateur en pharmacie hospitalière,BADAOUI NATHALIE,13/11/2013,REPAS,€28,,
VIFOR FRANCE SA,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MAUR AMELIE,13/11/2013,REPAS,€28,,
Zambon France,Médecin,ARCHAMBAULT DANIEL,20/06/2014,Repas,€43,,
Zambon France,Médecin,CORNEIL GERARD,28/03/2014,Repas,€42,,
Zambon France,Médecin,ELENA DAUDON FLORENCE,27/06/2014,Repas,€27,,
Zambon France,Médecin,FUCHS SYLVAINE,27/06/2014,Repas,€27,,
Zambon France,Médecin,MONEA ELENA,31/01/2014,Hospitalité,€200,,
Zambon France,Médecin,MONEA ELENA,20/06/2014,Repas,€43,,
Zambon France,Médecin,MONEA ELENA,31/01/2014,Transport,€224,,
Zambon France,Médecin,MONEA ELENA,31/01/2014,Hébergement,€236,,
Zambon France,Médecin,NEYSSENSAS CORNEIL PASCALE,28/03/2014,Repas,€42,,
Zambon France,Médecin,SAMPIERI JEAN BAPTISTE,20/06/2014,Repas,€43,,
