ABBOTT FRANCE,Pharmacien,ORAZI THOMAS,28/02/2014,REPAS,€17,,
COSMETIQUE ACTIVE FRANCE,Pharmacien,AGNESE-AUGE DANIELE,20/01/2014,REPAS,€18,,
COSMETIQUE ACTIVE FRANCE,Pharmacien,BENAMOUR EMELINE,24/04/2014,REPAS,€21,,
COSMETIQUE ACTIVE FRANCE,Pharmacien,BENAMOUR EMELINE,20/01/2014,REPAS,€18,,
COSMETIQUE ACTIVE FRANCE,Pharmacien,FABRE AURELIE,20/01/2014,REPAS,€18,,
COSMETIQUE ACTIVE FRANCE,Pharmacien,FABRE AURELIE,24/04/2014,REPAS,€21,,
COSMETIQUE ACTIVE FRANCE,Pharmacien,FABRE AURÉLIE,20/01/2014,CADEAUX,€419,,
COSMETIQUE ACTIVE FRANCE,Pharmacien,JORY SANDRINE,24/04/2014,REPAS,€21,,
COSMETIQUE ACTIVE FRANCE,Pharmacien,POMMIER FRANÇOISE,24/04/2014,REPAS,€21,,
DJO France SAS,Masseur-kinésithérapeute,MURI PILI Roberta,30/11/2013,Repas,€49,,
Essilor,Opticien-lunetier,Baumes Vanessa,22/11/2013,Invitation à déjeuner / dîner,€19,,
Essilor,Opticien-lunetier,Biraud Lucie,22/11/2013,Invitation à déjeuner / dîner,€19,,
Essilor,Opticien-lunetier,CRETIN Pierre,24/10/2013,Invitation à déjeuner / dîner,€17,,
Essilor,Opticien-lunetier,MIEVILLE Yves,24/10/2013,Invitation à déjeuner / dîner,€17,,
Essilor,Opticien-lunetier,Plantin Thibaut,04/09/2013,Invitation à déjeuner / dîner,€26,,
Essilor,Opticien-lunetier,POILLET Cyril,22/11/2013,Invitation à déjeuner / dîner,€19,,
Essilor,Opticien-lunetier,WILBOT Laurent,04/09/2013,Invitation à déjeuner / dîner,€26,,
Essilor,Opticien-lunetier,WILBOT Odile,04/09/2013,Invitation à déjeuner / dîner,€26,,
ETHICON,Médecin,RESCHOFSKY MERCIER CATHERINE,05/12/2013,REPAS,€60,,
EUROPHTA,Médecin,BASSLIME LOFTI,22/05/2014,REPAS,€24,,
FCI SAS,Médecin,BOSSONNEY ELISE,03/10/2013,REPAS,€60,,
FRESENIUS KABI FRANCE,Médecin,BERGER MARIE,30/09/2013,AUTRE : STAFF,€18,,
galderma international,Médecin,MILLA BENISTY NATHALIE,26/02/2014,Repas,€43,,
galderma international,Médecin,MILLA BENISTY NATHALIE,05/06/2014,Repas,€11,,
GE HEALTHCARE SAS,Etablissement de santé,CENTRE DE RADIOLOGIE DE LUNEL,12/12/2013,Autre : [Remise d'ouvrage ou d'abonnement scientifique],€38,,
Genzyme,Aide soignant,GUIOT FABIENNE,17/06/2014,Repas,€19,,
GIBAUD,Pharmacien,BENGUIGUI ROLAND,23/01/2014,Repas,€17,,
GIBAUD,Pharmacien,ORAZI DAMIEN,23/01/2014,Repas,€17,,
GIBAUD,Préparateur en pharmacie et préparateur en pharmacie hospitalière,DUBAUTEY CAROLINE,23/01/2014,Repas,€17,,
GIBAUD,Préparateur en pharmacie et préparateur en pharmacie hospitalière,DUCHENE VERONIQUE,23/01/2014,Repas,€17,,
GIBAUD,Préparateur en pharmacie et préparateur en pharmacie hospitalière,GIN FLOERNCE,23/01/2014,Repas,€17,,
GIBAUD,Préparateur en pharmacie et préparateur en pharmacie hospitalière,SDEI SONIA,23/01/2014,Repas,€17,,
GIBAUD,Préparateur en pharmacie et préparateur en pharmacie hospitalière,TRAVER LAURE,23/01/2014,Repas,€17,,
GLOBAL D,Chirurgien-dentiste,OLIVIER JEROME,30/04/2014,REPAS,€15,,
GLOBAL D,Chirurgien-dentiste,OLIVIER JEROME,21/11/2013,REPAS,€16,,
GLOBAL D,Chirurgien-dentiste,OLIVIER JEROME,26/04/2013,REPAS,€18,,
horus pharma,Médecin,BASSIME Lotfi,21/10/2013,Repas,€20,,
horus pharma,Médecin,BOSSONNEY E. Elise,21/10/2013,Repas,€20,,
horus pharma,Médecin,MOUSSAVI SJ. Seyed jamal,21/10/2013,Repas,€20,,
horus pharma,Médecin,MOUSSAVI SJ. Seyed jamal,08/07/2013,Repas,€33,,
ICOMED,Chirurgien-dentiste,FAURIE MATTHIEU,09/05/2014,Autre: [Enquête],€12,,
ICOMED,Chirurgien-dentiste,LARDENOIS GUY,29/05/2013,Autre: [Enquête],€11,,
ICOMED,Chirurgien-dentiste,LARDENOIS GUY,07/05/2014,Autre: [Enquête],€11,,
ICOMED,Médecin,AUGER SUREAUX CATHERINE,18/02/2013,Autre: [Enquête],€19,,
ICOMED,Médecin,AUGER SUREAUX CATHERINE,11/12/2013,Autre: [Enquête],€22,,
ICOMED,Médecin,BAGGIERI GERALD,06/01/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,BAPIN MORENA CATHERINE,02/05/2013,Autre: [Enquête],€29,,
ICOMED,Médecin,BASSIME LOTFI,05/06/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,BENISTY JOSUE,13/05/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,BENISTY JOSUE,16/06/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,BOISSIER JEAN PAUL,17/01/2013,Autre: [Enquête],€32,,
ICOMED,Médecin,BOISSIER JEAN PAUL,27/01/2014,Autre: [Enquête],€27,,
ICOMED,Médecin,CARRA JEAN PIERRE,10/04/2014,Autre: [Enquête],€26,,
ICOMED,Médecin,CARRA LAURENT,02/04/2013,Autre: [Enquête],€29,,
ICOMED,Médecin,CARRA LAURENT,31/03/2014,Autre: [Enquête],€24,,
ICOMED,Médecin,CASTANY CAMILLE,21/05/2013,Autre: [Enquête],€25,,
ICOMED,Médecin,CASTELNAU CHRISTIAN,26/03/2013,Autre: [Enquête],€19,,
ICOMED,Médecin,CAYROL FULCRAND DANIELE,24/05/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,COSTE FRANCOIS,07/03/2014,Autre: [Enquête],€10,,
ICOMED,Médecin,COSTE FRANCOIS,06/03/2013,Autre: [Enquête],€16,,
ICOMED,Médecin,DAYRE DANIELLE,22/05/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,FOURNET DOMINIQUE,10/06/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,FOURNET DOMINIQUE,30/07/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,GARCIA MARIE PIERRE,28/03/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,GARCIA MARIE PIERRE,15/03/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,HEDAYAT AMIR,28/05/2013,Autre: [Enquête],€16,,
ICOMED,Médecin,LETRILLARD SEBASTIEN,31/03/2014,Autre: [Enquête],€26,,
ICOMED,Médecin,LETRILLARD SEBASTIEN,07/01/2013,Autre: [Enquête],€29,,
ICOMED,Médecin,LETRILLARD SEBASTIEN,18/12/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,LOUP STEPHANE,02/12/2013,Autre: [Enquête],€29,,
ICOMED,Médecin,MANN JOELLE,19/03/2013,Autre: [Enquête],€21,,
ICOMED,Médecin,MILLA JEAN YVES,16/12/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,MILLA JEAN YVES,09/01/2013,Autre: [Enquête],€21,,
ICOMED,Médecin,NADER JOSEPH,24/12/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,NADER JOSEPH,07/01/2013,Autre: [Enquête],€29,,
ICOMED,Médecin,NGUYEN DUY PHUONG,28/03/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,PLASSE GANDOLFO ANNIE,25/04/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,RESCHOFSKY MERCIER CATHERINE,28/03/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,RESCHOFSKY MERCIER CATHERINE,25/03/2013,Autre: [Enquête],€32,,
ICOMED,Médecin,REY ROMAIN,13/12/2013,Autre: [Enquête],€27,,
ICOMED,Médecin,REY ROMAIN,09/04/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,SABBAGH JAD,14/04/2014,Autre: [Enquête],€23,,
ICOMED,Médecin,SABBAGH JAD,23/04/2013,Autre: [Enquête],€17,,
ICOMED,Médecin,STEMER PHILIPPE,21/01/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,TOUZERY DANIELLE,21/05/2013,Autre: [Enquête],€25,,
ICOMED,Médecin,TOUZERY DANIELLE,28/04/2014,Autre: [Enquête],€25,,
IPSEN PHARMA,Médecin,NGUYEN DUY PHUONG,12/03/2014,REPAS,€45,,
JANSSEN-CILAG,Infirmier,AYMARD NADINE,02/04/2013,REPAS,€14,,
JANSSEN-CILAG,Infirmier,COURRENT YVES,02/04/2013,REPAS,€14,,
JANSSEN-CILAG,Infirmier,DAUPHIN SEBASTIEN,02/04/2013,REPAS,€14,,
JANSSEN-CILAG,Infirmier,DEBEZE MARIE JOSEE,02/04/2013,REPAS,€14,,
JANSSEN-CILAG,Infirmier,GADY FRANCOISE,02/04/2013,REPAS,€14,,
JANSSEN-CILAG,Infirmier,HERBAUT SEGOLENE,02/04/2013,REPAS,€14,,
JANSSEN-CILAG,Infirmier,JOLIVET ANNE,02/04/2013,REPAS,€14,,
JANSSEN-CILAG,Infirmier,PELE MARIE,02/04/2013,REPAS,€14,,
JANSSEN-CILAG,Infirmier,PONCE NADEGE,02/04/2013,REPAS,€14,,
JANSSEN-CILAG,Infirmier,ROUVAYROL ISABELLE,02/04/2013,REPAS,€14,,
JANSSEN-CILAG,Médecin,ANSELME DENISE,08/04/2014,REPAS,€60,,
JANSSEN-CILAG,Médecin,MANN JOELLE,20/06/2013,REPAS,€54,,
JANSSEN-CILAG,Médecin,MILLA BENISTY NATHALIE,20/06/2013,REPAS,€54,,
JANSSEN-CILAG,Médecin,MOULIS JEAN LUC,02/04/2013,REPAS,€14,,
Johnson et Johnson Santé Beauté France,Chirurgien-dentiste,RIEDEL Yann,11/07/2013,REPAS,€46,,
LABORATOIRE ATO-ZIZINE,Chirurgien-dentiste,ROMESTANT-SENDRA DOMINIQUE,23/07/2013,Autre,€10,,
LABORATOIRE DENSMORE,Médecin,BASSIME Lotfi,26/09/2013,FMC DENSMORE,€89,,
LABORATOIRE DENSMORE,Médecin,BASSIME Lotfi,12/12/2013,Repas,€57,,
LABORATOIRE DENSMORE,Médecin,BASSIME Lotfi,02/12/2013,Repas,€19,,
LABORATOIRE DENSMORE,Médecin,BOSSONNEY Elise,26/09/2013,FMC DENSMORE,€89,,
LABORATOIRE DENSMORE,Médecin,BOSSONNEY Elise,12/12/2013,Repas,€57,,
LABORATOIRE DENSMORE,Médecin,BOSSONNEY Elise,02/12/2013,Repas,€19,,
LABORATOIRE DENSMORE,Médecin,CLAES Catherine,12/12/2013,Repas,€57,,
LABORATOIRE DENSMORE,Médecin,MOUSSAVI Seyed,26/09/2013,FMC DENSMORE,€89,,
LABORATOIRE DENSMORE,Médecin,MOUSSAVI Seyed,12/12/2013,Repas,€57,,
LABORATOIRE DENSMORE,Médecin,MOUSSAVI Seyed,02/12/2013,Repas,€19,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ANSELME DENISE,05/07/2012,Hospitalité,€50,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ANSELME DENISE,13/03/2012,Hospitalité,€27,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ANSELME DENISE,15/05/2012,Hospitalité,€50,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BERARDI ANNE,13/03/2012,Hospitalité,€27,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BERARDI ANNE,15/05/2012,Hospitalité,€50,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BOISSIER JEAN PAUL,10/10/2013,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DAURIS VIRGINIE,23/04/2014,REPAS,€49,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DAYRE DANIELLE,26/03/2013,Hospitalite,€24,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DJERADJIAN SANDY,10/10/2013,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DJERADJIAN SANDY,23/04/2014,REPAS,€49,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GUILLAUME ORAZI CATHERINE,10/10/2013,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GUILLAUME ORAZI CATHERINE,23/04/2014,REPAS,€49,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GUILLAUME ORAZI CATHERINE,11/10/2012,Hospitalité,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GUILLAUME ORAZI CATHERINE,05/07/2012,Hospitalité,€50,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LEIPP CHRISTOPHE,23/01/2013,Hospitalite,€29,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LEIPP CHRISTOPHE,25/06/2014,REPAS,€14,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LEIPP CHRISTOPHE,15/03/2012,Hospitalité,€22,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LEVI VALENSIN GUY,06/06/2012,Hospitalité,€34,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MANN JOELLE,14/06/2013,Hospitalite,€22,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MANN JOELLE,30/06/2014,REPAS,€21,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MARTINEZ THIERRY,06/06/2012,Hospitalité,€34,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MENARD CHRISTIAN,19/09/2013,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MENARD CHRISTIAN,04/07/2013,REPAS,€45,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MENARD CHRISTIAN,23/01/2013,Hospitalite,€29,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MENARD CHRISTIAN,23/01/2013,Hospitalite,€29,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MENARD CHRISTIAN,15/03/2012,Hospitalité,€22,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MILLA BENISTY NATHALIE,24/10/2013,REPAS,€58,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ORAZI XAVIER,05/07/2012,Hospitalité,€50,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ORAZI XAVIER,23/04/2014,REPAS,€49,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ORAZI XAVIER,10/10/2013,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ORAZI XAVIER,11/10/2012,Hospitalité,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PAILLARGUELO CHRISTIAN,04/04/2013,Hospitalite,€52,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PAILLARGUELO CHRISTIAN,10/10/2013,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PAILLARGUELO CHRISTIAN,05/07/2012,Hospitalité,€50,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PAILLARGUELO CHRISTIAN,25/04/2013,Hospitalite,€50,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PAILLARGUELO CHRISTIAN,04/10/2012,Hospitalité,€52,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PAILLARGUELO CHRISTIAN,23/04/2014,REPAS,€49,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PAILLARGUELO CHRISTIAN,15/11/2012,Hospitalité,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PUECH JACQUOT NICOLE,27/05/2014,REPAS,€38,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PUECH JACQUOT NICOLE,26/03/2013,Hospitalite,€39,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,REVESSAT CATHERINE,23/04/2014,REPAS,€49,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,REVESSAT CATHERINE,11/10/2012,Hospitalité,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,REVESSAT CATHERINE,05/07/2012,Hospitalité,€50,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,REVESSAT CHRISTIAN,23/04/2014,REPAS,€49,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,REVESSAT CHRISTIAN,11/10/2012,Hospitalité,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,REVESSAT CHRISTIAN,23/04/2014,REPAS,€49,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,RIVIERE ARNAUD REGINE,05/07/2012,Hospitalité,€50,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,VACHER JEAN LUC,10/03/2012,Transport,€213,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,VACHER JEAN LUC,10/03/2012,Inscription,€395,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,VACHER JL,19/01/2012,Hospitalité,€53,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,ORAZI CAROLINE,23/04/2014,REPAS,€49,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,ORAZI DAMIEN,23/04/2014,REPAS,€49,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,ORAZI THOMAS,11/10/2012,Hospitalité,€55,,
Laboratoire Innothera,Autres types de personne morale,PHARMACIE AMBRUSSUM,12/12/2013,CADEAUX,€26,,
Laboratoire Innothera,Autres types de personne morale,PHARMACIE D'OCCITANE,12/12/2013,CADEAUX,€20,,
Laboratoire Innothera,Autres types de personne morale,PHARMACIE DU VIDOURLE,12/12/2013,CADEAUX,€20,,
LABORATOIRE MENE ET MOY,Médecin,SAJAS CHRISTIANE,12/03/2014,cadeaux,€18,,
LABORATOIRES ALCON,Médecin,BASSIME LOTFI,19/12/2013,HEBERGEMENT,€500,,
LABORATOIRES ALCON,Médecin,BASSIME LOTFI,04/11/2013,REPAS,€17,,
LABORATOIRES ALCON,Médecin,BASSIME LOTFI,21/03/2014,REPAS,€19,,
LABORATOIRES ALCON,Médecin,BASSIME LOTFI,20/12/2013,REPAS,€15,,
LABORATOIRES ALCON,Médecin,BASSIME LOTFI,04/08/2013,HEBERGEMENT,€115,,
LABORATOIRES ALCON,Médecin,BASSIME LOTFI,04/08/2013,TRANSPORT,€36,,
LABORATOIRES ALCON,Médecin,BOSSONNEY ELISE,04/11/2013,REPAS,€17,,
LABORATOIRES ALCON,Médecin,CONFOLENT ANNE,18/11/2013,REPAS,€15,,
LABORATOIRES ALCON,Médecin,MOUSSAVI SEYED,10/05/2013,TRANSPORT,€179,,
LABORATOIRES ALCON,Médecin,MOUSSAVI SEYED,20/12/2013,REPAS,€15,,
LABORATOIRES ALCON,Médecin,MOUSSAVI SEYED,21/03/2014,REPAS,€19,,
LABORATOIRES ALCON,Médecin,MOUSSAVI SEYED,10/05/2013,HEBERGEMENT,€380,,
LABORATOIRES ALCON,Médecin,MOUSSAVI SEYED,04/11/2013,REPAS,€17,,
LABORATOIRES ALCON,Médecin,PLASSE GANDOLFO ANNIE,20/02/2014,Repas,€54,,
LABORATOIRES ALCON,Médecin,PLASSE-GANDOLFO ANNIE,10/05/2013,HEBERGEMENT,€194,,
LABORATOIRES ALCON,Médecin,PLASSE-GANDOLFO ANNIE,10/05/2013,TRANSPORT,€289,,
Laboratoires ARKOPHARMA,Préparateur en pharmacie et préparateur en pharmacie hospitalière,GARCIA MÉLODY,01/04/2014,REPAS,€50,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,CARRA Laurent,15/04/2014,AUTRE : FRAIS D'INCRIPTION,€600,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,CARRA Laurent,15/04/2014,HEBERGEMENT,€465,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,CARRA Laurent,15/04/2014,TRANSPORT,€93,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,DUPUY DIDIER,27/05/2014,Repas,€55,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,FASSIER Aude,02/04/2014,AUTRE : FRAIS D'INCRIPTION,€520,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,FASSIER Aude,02/04/2014,TRANSPORT,€80,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,GARCIA MARIE PIERRE,27/05/2014,Repas,€55,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,NGUYEN DUY PHUONG,09/10/2013,Repas,€55,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,PUECH JACQUOT NICOLE,07/06/2014,HEBERGEMENT,€900,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,PUECH JACQUOT NICOLE,07/06/2014,AUTRE : INSCRIPTION,€775,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,PUECH JACQUOT NICOLE,07/06/2014,REPAS,€60,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,PUECH JACQUOT NICOLE,07/06/2014,TRANSPORT,€564,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,RESCHOFSKY MERCIER CATHERINE,02/12/2013,Repas,€23,,
LABORATOIRES COLOPLAST,Infirmier,BERTRAND CHRISTINE,19/01/2014,Hébergement,€125,,
LABORATOIRES COLOPLAST,Infirmier,BERTRAND CHRISTINE,19/01/2014,Transport,€114,,
LABORATOIRES COLOPLAST,Infirmier,BERTRAND CHRISTINE,19/01/2014,Hébergement,€125,,
LABORATOIRES COLOPLAST,Infirmier,BERTRAND CHRISTINE,19/01/2014,Autre : Inscription,€90,,
LABORATOIRES COLOPLAST,Infirmier,BERTRAND CHRISTINE,05/11/2013,Repas,€22,,
LABORATOIRES COLOPLAST,Infirmier,CANIZARES ANTONIO,19/01/2014,Hébergement,€125,,
LABORATOIRES COLOPLAST,Infirmier,CANIZARES ANTONIO,19/01/2014,Hébergement,€125,,
LABORATOIRES COLOPLAST,Infirmier,CANIZARES ANTONIO,17/02/2014,Repas,€21,,
LABORATOIRES COLOPLAST,Infirmier,CANIZARES ANTONIO,24/04/2014,Repas,€20,,
LABORATOIRES COLOPLAST,Infirmier,CANIZARES ANTONIO,19/01/2014,Transport,€150,,
LABORATOIRES COLOPLAST,Infirmier,CANIZARES ANTONIO,18/10/2013,Repas,€29,,
LABORATOIRES COLOPLAST,Infirmier,CANIZARES ANTONIO,19/01/2014,Autre : Inscription,€90,,
LABORATOIRES COLOPLAST,Infirmier,CANIZARES FERNANDO,05/11/2013,Repas,€22,,
LABORATOIRES COLOPLAST,Infirmier,CANIZARES FERNANDO,22/05/2014,Repas,€27,,
LABORATOIRES COLOPLAST,Infirmier,DELALANDE LAURENCE,05/11/2013,Repas,€22,,
LABORATOIRES COLOPLAST,Infirmier,DIDIER ALINE,22/05/2014,Repas,€27,,
LABORATOIRES COLOPLAST,Infirmier,GERVAIS MAUDE,22/05/2014,Repas,€27,,
LABORATOIRES COLOPLAST,Infirmier,GERVAIS MAUDE,17/02/2014,Repas,€21,,
LABORATOIRES CONVATEC,Infirmier,BENEVENS HELENE,18/10/2013,REPAS,€18,,
LABORATOIRES CONVATEC,Infirmier,MONTOLIO CORINNE,18/10/2013,REPAS,€18,,
Laboratoires Expanscience,Médecin,TOUZERY DANIELLE,31/12/2013,Hospitalité,€64,,
Laboratoires Expanscience,Médecin,TOUZERY DANIELLE,31/12/2013,Transport,€51,,
LABORATOIRES GENEVRIER,Médecin,TOUZERY DANIELLE,17/06/2014,REPAS,€45,,
LABORATOIRES GENEVRIER,Médecin,TOUZERY DANIELLE,22/03/2014,AUTRE [INSCRIPTION],€200,,
LABORATOIRES OMEGA PHARMA FRANCE,Médecin,BES GEORGES,01/12/2013,CADEAUX,€15,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,BENAMOUR EMELINE,10/06/2014,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,BENAMOUR-SUBILEAU EMELINE,28/11/2013,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,FABRE AURELIE,24/04/2014,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,FABRE AURELIE,28/11/2013,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,FABRE AURELIE,23/05/2013,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,FABRE AURELIE,12/06/2014,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,LEOTY JEAN LOUIS,10/09/2013,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,MENTEYNE-MESEGUER SYLVIE,10/09/2013,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,ORAZI CAROLINE,10/06/2014,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Sage-femme,ANDRIEUX DOMINIQUE,01/12/2013,CADEAUX,€15,,
LABORATOIRES OMEGA PHARMA FRANCE,Sage-femme,GUIDICELLI EMMANUELLE,01/12/2013,CADEAUX,€15,,
Laboratoires THEA,Médecin,BASSLIME LOTFI,09/12/2013,REPAS,€18,,
Laboratoires THEA,Médecin,BOSSONNEY ELISE,09/12/2013,REPAS,€18,,
Laboratoires THEA,Médecin,MOUSSAVI SEYED JAMAL,09/12/2013,REPAS,€18,,
LEO Pharma,Médecin,BES GEORGES,20/06/2014,REPAS,€28,,
LEO Pharma,Médecin,BES GEORGES,28/03/2014,REPAS,€36,,
LEO Pharma,Médecin,GARCIA MARIE PIERRE,27/06/2013,REPAS,€40,,
LEO Pharma,Médecin,MILLA BENISTY NATHALIE,30/05/2013,REPAS,€43,,
LEO Pharma,Pharmacien,MASSEI ROMAIN,25/11/2013,REPAS,€22,,
LEO Pharma,Pharmacien,SERRE SANDRINE,25/11/2013,REPAS,€22,,
LEO Pharma,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MAURICE LAETITIA,25/11/2013,REPAS,€22,,
LES LABORATOIRES SERVIER,Médecin,BERARDI ANNE,21/02/2014,Hébergement,€160,,
LES LABORATOIRES SERVIER,Médecin,BERARDI ANNE,25/02/2014,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,BERARDI ANNE,21/02/2014,Repas,€71,,
LES LABORATOIRES SERVIER,Médecin,BERARDI ANNE,21/02/2014,Autre : Inscription,€325,,
LES LABORATOIRES SERVIER,Médecin,BERARDI ANNE,21/02/2014,Transport,€770,,
LES LABORATOIRES SERVIER,Médecin,DUPUY DIDIER,17/10/2013,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,GARCIA MARIE-PIERRE,04/10/2013,Hébergement,€536,,
LES LABORATOIRES SERVIER,Médecin,GARCIA MARIE-PIERRE,04/10/2013,Repas,€130,,
LES LABORATOIRES SERVIER,Médecin,GARCIA MARIE-PIERRE,17/10/2013,Hébergement,€335,,
LES LABORATOIRES SERVIER,Médecin,GARCIA MARIE-PIERRE,04/10/2013,Transport,€353,,
LES LABORATOIRES SERVIER,Médecin,GARCIA MARIE-PIERRE,17/10/2013,Transport,€172,,
LES LABORATOIRES SERVIER,Médecin,GARCIA MARIE-PIERRE,04/10/2013,Hébergement,€536,,
LES LABORATOIRES SERVIER,Médecin,GARCIA MARIE-PIERRE,04/10/2013,Repas,€130,,
LES LABORATOIRES SERVIER,Médecin,GARCIA MARIE-PIERRE,04/10/2013,Transport,€353,,
LES LABORATOIRES SERVIER,Médecin,GARCIA MARIE-PIERRE,17/10/2013,Hébergement,€335,,
LES LABORATOIRES SERVIER,Médecin,GARCIA MARIE-PIERRE,17/10/2013,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,GARCIA MARIE-PIERRE,17/10/2013,Transport,€172,,
LES LABORATOIRES SERVIER,Médecin,RESCHOFSKY-MERCIER CATHERINE,26/06/2014,Repas,€60,,
