accomed,Médecin,FEBVRE Romain,09/05/2014,HEBERGEMENT - CONGRES PARIS,€380,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DOLCI AGNES,06/03/2012,Hospitalité,€39,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DOLCI AGNES,04/12/2013,REPAS,€28,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DOLCI AGNES,04/09/2013,REPAS,€37,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DOLCI AGNES,13/03/2013,Hospitalite,€56,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DOLCI AGNES,26/02/2014,REPAS,€27,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DOLCI AGNES,03/06/2014,REPAS,€10,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DUBOISSET PASCAL,03/06/2014,REPAS,€10,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FEREY FREDERIQUE,06/03/2012,Hospitalité,€39,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FEREY FREDERIQUE,05/06/2013,Hospitalite,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FEREY FREDERIQUE,26/02/2014,REPAS,€27,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FEREY FREDERIQUE,17/06/2014,REPAS,€56,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FERRAND DOMINIQUE,17/01/2014,REPAS,€36,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FONTAINE FREDERIC,13/03/2013,Hospitalite,€56,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FONTAINE FREDERIC,05/06/2013,Hospitalite,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FONTAINE FREDERIC,26/02/2014,REPAS,€27,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FONTAINE FREDERIC,12/09/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FONTAINE FREDERIC,23/08/2012,Hospitalité,€29,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FONTAINE FREDERIC,06/06/2012,Hospitalité,€46,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FONTAINE FREDERIC,24/06/2014,REPAS,€35,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FONTAINE FREDERIC,04/12/2013,REPAS,€28,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FONTAINE FREDERIC,03/06/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FONTAINE FREDERIC,04/09/2013,REPAS,€37,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GADET DIEF BRIGITTE,07/03/2012,Hospitalité,€45,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GADET DIEF BRIGITTE,06/12/2013,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GADET DIEF BRIGITTE,06/12/2013,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GEMBARA PIOTR,15/05/2013,Inscription,€280,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GOIN FRANCOIS,06/06/2012,Hospitalité,€46,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GOIN FRANCOIS,04/12/2013,REPAS,€28,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GOIN FRANCOIS,04/09/2013,REPAS,€37,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GOIN FRANCOIS,06/03/2012,Hospitalité,€39,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GOIN FRANCOIS,03/06/2014,REPAS,€10,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GOIN FRANCOIS,26/02/2014,REPAS,€27,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GUERIN PHILIPPE,12/09/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GUERIN PHILIPPE,23/08/2012,Hospitalité,€29,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GUERIN PHILIPPE,06/06/2012,Hospitalité,€46,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GUERIN PHILIPPE,06/03/2012,Hospitalité,€39,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GUERIN PHILIPPE,24/02/2012,Hospitalité,€31,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GUERIN PHILIPPE,05/06/2013,Hospitalite,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GUERIN PHILIPPE,13/03/2013,Hospitalite,€56,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GUERIN PHILIPPE,24/06/2014,REPAS,€35,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GUYOT FREDERIC,26/02/2014,REPAS,€27,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GUYOT FREDERIC,06/03/2012,Hospitalité,€39,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GUYOT FREDERIC,03/06/2014,REPAS,€10,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GUYOT HERVE,26/09/2012,Hospitalité,€10,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HAMOUI RIAD,24/02/2012,Hospitalité,€31,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HAMOUI RIAD,12/04/2012,Hospitalité,€46,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HAMOUI RIAD,21/06/2012,Hospitalité,€28,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HAMOUI RIAD,19/09/2013,REPAS,€46,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HAMOUI RIAD,22/08/2013,REPAS,€57,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HAMOUI RIAD,12/06/2014,REPAS,€39,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HAMOUI RIAD,28/09/2012,Hospitalité,€52,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HAMOUI RIAD,19/12/2013,REPAS,€53,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HAMOUI RIAD,19/09/2013,REPAS,€46,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HAMOUI RIAD,24/02/2012,Hospitalité,€31,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HAMOUI RIAD,13/03/2014,REPAS,€22,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HUGUET FRANCOISE,12/06/2014,REPAS,€38,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HUGUET FRANCOISE,20/02/2014,REPAS,€42,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LALLIER SYLVIE,06/03/2012,Hospitalité,€39,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LALLIER SYLVIE CORINE,05/06/2013,Hospitalite,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LALLIER SYLVIE CORINE,24/06/2014,REPAS,€35,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LALLIER SYLVIE CORINE,05/12/2012,Hospitalité,€32,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LALLIER SYLVIE CORINE,12/09/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LALLIER SYLVIE CORINE,03/07/2012,Hospitalité,€31,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LALLIER SYLVIE CORINE,03/06/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LALLIER SYLVIE CORINE,04/12/2013,REPAS,€28,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LALLIER SYLVIE CORINE,03/10/2013,REPAS,€34,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LALLIER SYLVIE CORINE,26/02/2014,REPAS,€27,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LALLIER SYLVIE CORINE,26/09/2013,REPAS,€47,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LALLIER SYLVIE CORINE,18/04/2013,Hospitalite,€29,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LALLIER SYLVIE CORINE,04/09/2013,REPAS,€37,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LALLIER SYLVIE CORINE,18/07/2013,REPAS,€35,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LALLIER SYLVIE CORINE,12/09/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LALLIER SYLVIE CORINE,22/05/2014,REPAS,€28,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LALLIER SYLVIE CORINE,23/01/2014,REPAS,€54,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LALLIER SYLVIE CORINE,24/06/2014,REPAS,€35,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LALLIER SYLVIE CORINE,03/06/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LEPRAT ROBELIN DELPHINE,03/06/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LEPRAT ROBELIN DELPHINE,26/02/2014,REPAS,€27,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LEPRAT ROBELIN DELPHINE,06/03/2012,Hospitalité,€39,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LUSSIER JACQUELINE,06/03/2012,Hospitalité,€39,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LUSSIER JACQUELINE,03/06/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LUSSIER JACQUELINE,12/09/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LUSSIER JACQUELINE,24/06/2014,REPAS,€35,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LUSSIER JACQUELINE,06/06/2012,Hospitalité,€46,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MARECHAL VALERIE,20/02/2014,REPAS,€42,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MARECHAL VALERIE,26/06/2014,REPAS,€30,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MARTIN OLIVIER,13/05/2013,Hospitalite,€34,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MARTIN OLIVIER,21/06/2012,Hospitalité,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MONDAZ ALAIN,31/01/2013,Hospitalite,€39,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MONDAZ ALAIN,24/02/2012,Hospitalité,€31,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MONDAZ ALAIN,05/04/2012,Hospitalité,€40,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MONDAZ ALAIN,28/09/2012,Hospitalité,€52,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MONDAZ ALAIN,21/06/2012,Hospitalité,€28,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MONDAZ ALAIN,12/06/2014,REPAS,€39,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MONDAZ ALAIN,13/09/2012,Hospitalité,€34,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MONDAZ ALAIN,13/03/2014,REPAS,€20,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MONDAZ ALAIN,19/12/2013,REPAS,€53,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MORGANE BOUTRY,20/03/2014,REPAS,€17,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MURAT NATHALIE,26/02/2014,REPAS,€27,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MURAT NATHALIE,03/06/2014,REPAS,€10,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MURAT NATHALIE,04/09/2013,REPAS,€37,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MURAT NATHALIE,06/03/2012,Hospitalité,€39,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MURAT NATHALIE,06/06/2012,Hospitalité,€46,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MURAT NATHALIE,04/12/2013,REPAS,€28,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PONTIER CATHERINE,06/03/2012,Hospitalité,€39,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PONTIER CATHERINE,04/12/2013,REPAS,€28,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PONTIER CATHERINE,03/06/2014,REPAS,€10,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PONTIER CATHERINE,26/02/2014,REPAS,€27,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PONTIER CATHERINE,06/06/2012,Hospitalité,€46,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,REYNAUD JACQUELINE,05/12/2012,Hospitalité,€32,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,REYNAUD JACQUELINE,26/09/2013,REPAS,€47,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,REYNAUD JACQUELINE,26/02/2014,REPAS,€27,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,REYNAUD JACQUELINE,03/07/2012,Hospitalité,€31,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,REYNAUD JACQUELINE,03/06/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,REYNAUD JACQUELINE,22/05/2014,REPAS,€28,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,REYNAUD JACQUELINE,18/07/2013,REPAS,€35,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,REYNAUD JACQUELINE,07/02/2013,Hospitalite,€27,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,REYNAUD JACQUELINE,18/04/2013,Hospitalite,€29,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,REYNAUD JACQUELINE,25/04/2013,Hospitalite,€37,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,REYNAUD JACQUELINE,23/01/2014,REPAS,€54,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,REYNAUD JACQUELINE,03/10/2013,REPAS,€34,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,REYNAUD OLIVIER,12/09/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,REYNAUD OLIVIER,26/02/2014,REPAS,€27,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,REYNAUD OLIVIER,04/12/2013,REPAS,€28,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,REYNAUD OLIVIER,04/09/2013,REPAS,€37,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,REYNAUD OLIVIER,06/03/2012,Hospitalité,€39,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,REYNAUD OLIVIER,06/06/2012,Hospitalité,€46,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,REYNAUD OLIVIER,13/03/2013,Hospitalite,€56,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,REYNAUD OLIVIER,03/06/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,RONDEPIERRE PASCAL,05/06/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROUX COMBEAU JOSIANE,06/03/2012,Hospitalité,€39,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROUX COMBEAUD JOSIANE,03/06/2014,REPAS,€10,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ROUX COMBEAUD JOSIANE,26/02/2014,REPAS,€27,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ZAMBRANO CACERES ROSA,12/11/2013,REPAS,€27,,
LABORATOIRE GLAXOSMITHKLINE,Pharmacien,GAULTIER JOCELYNE,24/06/2014,REPAS,€35,,
Laboratoire Innothera,Autres types de personne morale,ORTHOPEDIE FAVIERE (VICHY),16/12/2013,CADEAUX,€20,,
Laboratoire Innothera,Autres types de personne morale,PHARMACIE DEMONNET COLOMBIER,09/12/2013,CADEAUX,€12,,
Laboratoire Innothera,Prothésiste et orthésiste pour l’appareillage des personnes handicapées,POIX PASCAL,28/11/2013,REPAS,€27,,
LABORATOIRE JALDES,Médecin,Crosmary Yves,17/07/2013,Autre : [ECHANTILLON],€15,,
LABORATOIRE JALDES,Médecin,De Marin de Montmarin Jean-Luc,17/09/2013,Autre : [ECHANTILLON],€15,,
LABORATOIRE JALDES,Médecin,Fallouh Bassim,04/10/2013,Autre : [ECHANTILLON],€15,,
LABORATOIRE JALDES,Médecin,Gay Jean-Claude,04/10/2013,Autre : [ECHANTILLON],€15,,
LABORATOIRE JALDES,Médecin,Huguet Françoise,17/07/2013,Autre : [ECHANTILLON],€21,,
LABORATOIRE JALDES,Médecin,Leroux-Favard Sophie,14/11/2013,Autre : [ECHANTILLON],€13,,
LABORATOIRE JALDES,Médecin,Maréchal Valérie,17/09/2013,Autre : [ECHANTILLON],€15,,
LABORATOIRE JALDES,Médecin,Stener Virginie,04/12/2013,Autre : [ECHANTILLON],€15,,
LABORATOIRE JALDES,Médecin,Stener Virginie,17/07/2013,Autre : [ECHANTILLON],€15,,
Laboratoires BESINS INTERNATIONAL,Médecin,DE MONTMARIN Jean-Luc,11/07/2013,Repas,€37,,
Laboratoires BESINS INTERNATIONAL,Médecin,GAY Jean-Claude,30/05/2013,Repas,€35,,
LABORATOIRES BOUCHARA - RECORDATI,Infirmier,PONS CHRISTIANE,07/11/2013,Repas,€51,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,BERNARDON BRUNO,07/11/2013,Repas,€51,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,HACHE EMMANUEL,07/11/2013,Repas,€51,,
LABORATOIRES BOUCHARA - RECORDATI,Pharmacien,DEPREZ EMMANUEL,07/11/2013,Repas,€51,,
LABORATOIRES BOUCHARA - RECORDATI,Pharmacien,GAULTIER JOCELYNE,07/11/2013,Repas,€51,,
LABORATOIRES BOUCHARA - RECORDATI,Pharmacien,MARANDON JEAN FRANCOIS,07/11/2013,Repas,€51,,
LABORATOIRES BOUCHARA - RECORDATI,Pharmacien,PINEL DOMINIQUE,07/11/2013,Repas,€51,,
LABORATOIRES BOUCHARA - RECORDATI,Préparateur en pharmacie et préparateur en pharmacie hospitalière,PUYFOULHOUX VALERIE,07/11/2013,Repas,€51,,
Laboratoires Grünenthal SAS,Médecin,CIBEER JEAN PIERRE,04/04/2014,REPAS,€45,,
Laboratoires Grünenthal SAS,Médecin,CROSMARY MARIE-CHRISTINE,20/06/2014,HEBERGEMENT,€185,,
Laboratoires Grünenthal SAS,Médecin,CROSMARY MARIE-CHRISTINE,20/06/2014,TRANSPORT,€143,,
Laboratoires Grünenthal SAS,Médecin,CROSMARY MARIE-CHRISTINE,20/06/2014,REPAS,€67,,
Laboratoires Grünenthal SAS,Médecin,GUERIN PHILIPPE,03/07/2013,REPAS,€55,,
Laboratoires Grünenthal SAS,Médecin,GUERIN PHILIPPE,08/04/2014,REPAS,€55,,
Laboratoires Grünenthal SAS,Médecin,HAMOUI RIAD,05/12/2013,REPAS,€45,,
Laboratoires Grünenthal SAS,Médecin,HAMOUI RIAD,08/04/2014,REPAS,€55,,
Laboratoires Grünenthal SAS,Médecin,HAMOUI RIAD,03/07/2013,REPAS,€55,,
Laboratoires Grünenthal SAS,Médecin,LALLIER SYLVIE CORINE,08/04/2014,REPAS,€26,,
Laboratoires Grünenthal SAS,Médecin,MONDAZ ALAIN,05/12/2013,REPAS,€45,,
Laboratoires Grünenthal SAS,Médecin,MONDAZ ALAIN,08/04/2014,REPAS,€55,,
Laboratoires Grünenthal SAS,Médecin,MONDAZ ALAIN,03/07/2013,REPAS,€55,,
Laboratoires Grünenthal SAS,Médecin,REYNAUD JACQUELINE,08/04/2014,REPAS,€26,,
Laboratoires Grünenthal SAS,Médecin,ROYFE SCOTT,08/04/2014,REPAS,€55,,
Laboratoires Grünenthal SAS,Médecin,ROYFE SCOTT,03/07/2013,REPAS,€55,,
Laboratoires THEA,Médecin,BERNE ELIZABETH,30/01/2014,REPAS,€55,,
Laboratoires THEA,Médecin,FEBVRE ROMAIN,13/02/2014,REPAS,€55,,
Laboratoires THEA,Médecin,FEBVRE ROMAIN,30/01/2014,REPAS,€55,,
Laboratoires THEA,Médecin,JERBI RIDHA,30/01/2014,REPAS,€55,,
Laboratoires THEA,Médecin,LOMBARD FRANCOISE,30/01/2014,REPAS,€55,,
LABORATOIRES URGO,Pharmacien,COUCHEZ Noemie,24/02/2014,Repas,€35,,
LABORATOIRES URGO,Pharmacien,FORESTIER Eric,24/02/2014,Repas,€35,,
LABORATOIRES URGO,Pharmacien,GRANDE Jean Batiste,24/02/2014,Repas,€35,,
LABORATOIRES URGO,Pharmacien,REY Romain,24/02/2014,Repas,€35,,
LABORATOIRES URGO,Pharmacien,ROUSSEAU Camille,24/02/2014,Repas,€35,,
LABORATOIRES URGO,Préparateur en pharmacie et préparateur en pharmacie hospitalière,DEBOS Delphine,24/02/2014,Repas,€35,,
LABORATOIRES URGO,Préparateur en pharmacie et préparateur en pharmacie hospitalière,Irlande Marylene,24/02/2014,Repas,€35,,
LABORATOIRES URGO,Préparateur en pharmacie et préparateur en pharmacie hospitalière,LESTRAT Evelyne,24/02/2014,Repas,€35,,
LABORATOIRES URGO,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MARTEL Clementine,24/02/2014,Repas,€35,,
LABORATOIRES URGO,Préparateur en pharmacie et préparateur en pharmacie hospitalière,PACHECO Aurelie,24/02/2014,Repas,€35,,
Labvoratoire CHAUVIN,Médecin,BONNET PHILIPPE,21/11/2013,REPAS,€12,,
LEO Pharma,Médecin,GADET DIEF BRIGITTE,20/06/2014,REPAS,€24,,
LEO Pharma,Médecin,GAGNIERE MARSOIN MARIE CHRISTINE,28/03/2014,REPAS,€53,,
LEO Pharma,Médecin,GAGNIERE MARSOIN MARIE CHRISTINE,28/03/2014,REPAS,€53,,
LEO Pharma,Médecin,LAVAUD TABARLY SOPHIE,20/06/2014,REPAS,€24,,
LEO Pharma,Médecin,PLESSE Jean-Marie,12/12/2013,HOSPITALITE,€19,,
LES LABORATOIRES SERVIER,Médecin,DAUVERCHAIN ANDREE BLANCHE,19/12/2013,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,DAUVERCHAIN ANDREE BLANCHE,11/10/2013,Repas,€70,,
LES LABORATOIRES SERVIER,Médecin,DAUVERCHAIN ANDREE BLANCHE,11/10/2013,Transport,€100,,
LES LABORATOIRES SERVIER,Médecin,GOUIARD JACQUES,19/12/2013,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,LAVAUD PIERRE,19/12/2013,Repas,€109,,
LES LABORATOIRES SERVIER,Médecin,LONG JEAN LOUIS,10/10/2013,Repas,€59,,
LES LABORATOIRES SERVIER,Médecin,PLANCKE GABRIEL,19/12/2013,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,WLODARCZYK DIDIER,19/12/2013,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,WLODARCZYK DIDIER,18/02/2014,Repas,€46,,
LFB BIOMEDICAMENTS,Médecin,ROCHE REMY,19/11/2013,Transport,€354,,
LFB BIOMEDICAMENTS,Médecin,ROCHE REMY,19/11/2013,Repas,€76,,
Lilly France SAS,Médecin,DELPUECH JEAN,26/09/2013,REPAS,€41,,
Lilly France SAS,Médecin,HAMOUI RIAD,20/02/2014,REPAS,€50,,
Lilly France SAS,Médecin,MONDAZ ALAIN,20/02/2014,REPAS,€50,,
Lilly France SAS,Médecin,PAVAN CLAIRE,20/02/2014,REPAS,€50,,
Lilly France SAS,Pharmacien,COLOMBIER PASCAL,14/01/2014,AUTRE : [REMBOURSEMENT FRAIS LOGISTIQUE],€471,,
LUNDBECK SAS,Médecin,DAUVERCHAIN CEAUX ANDREE,28/11/2013,AUTRE : FRAIS DE RESTAURATION / RP,€45,,
LUNDBECK SAS,Médecin,DURANTON MURIEL,13/06/2014,AUTRE : FRAIS DE RESTAURATION / RP,€20,,
LUNDBECK SAS,Médecin,GOUIARD JACQUES,01/10/2013,AUTRE : FRAIS DE RESTAURATION / RP,€60,,
LUNDBECK SAS,Médecin,HAMOUI RIAD,12/06/2014,AUTRE : FRAIS DE RESTAURATION / RP,€58,,
LUNDBECK SAS,Médecin,LUSSIER JACQUELINE,28/11/2013,AUTRE : FRAIS DE RESTAURATION / RP,€37,,
LUNDBECK SAS,Médecin,PLANCHE JANVIER CAROLINE,28/11/2013,AUTRE : FRAIS DE RESTAURATION / RP,€37,,
LUNDBECK SAS,Médecin,PLANCHE JANVIER CAROLINE,07/11/2013,AUTRE : FRAIS DE RESTAURATION / RP,€45,,
LUNDBECK SAS,Médecin,ROCHE ROUHAUD SYLVIE,28/11/2013,AUTRE : FRAIS DE RESTAURATION / RP,€37,,
LUNDBECK SAS,Médecin,SCHERRER BERNARD,28/11/2013,AUTRE : FRAIS DE RESTAURATION / RP,€37,,
LUNDBECK SAS,Médecin,WLODARCZYK DIDIER,28/11/2013,AUTRE : FRAIS DE RESTAURATION / RP,€45,,
MEDA PHARMA,Infirmier,CROSMARY VERONIQUE,12/02/2014,REPAS,€46,,
MEDA PHARMA,Médecin,COLAMARINO RENATO,12/02/2014,REPAS,€46,,
MEDA PHARMA,Médecin,DEHE ANNE,12/02/2014,REPAS,€46,,
MEDA PHARMA,Médecin,DELAGE NOEMIE,12/02/2014,REPAS,€46,,
MEDA PHARMA,Médecin,DELORME ELVIRE,12/02/2014,REPAS,€46,,
MEDEXACT,Médecin,DAUVERCHAIN JEAN MARIE,07/01/2013,Autre: [Enquête],€25,,
MEDEXACT,Médecin,DOLCI AGNES,14/05/2013,Autre: [Enquête],€19,,
MEDEXACT,Médecin,HAMOUI RIAD,03/06/2013,Autre: [Enquête],€16,,
MEDEXACT,Médecin,PONTIER CATHERINE,03/06/2013,Autre: [Enquête],€16,,
MEDEXACT,Médecin,SCHERRER BERNARD,17/06/2013,Autre: [Enquête],€16,,
medi,Prothésiste et orthésiste pour l’appareillage des personnes handicapées,SALLET SEBASTIEN,28/03/2014,Repas,€18,,
MENARINI FRANCE,Médecin,ADVENIER DAVID,09/12/2013,AUTRE : RNT,€46,,
MENARINI FRANCE,Médecin,BECAUD PHILIPPE,09/12/2013,AUTRE : RNT,€46,,
MENARINI FRANCE,Médecin,BRAUCHLI GERARD,09/12/2013,AUTRE : RNT,€46,,
MENARINI FRANCE,Médecin,DELMAS VASSILIEFF CLAIRE,08/01/2014,Autre : [Restauration],€58,,
MENARINI FRANCE,Médecin,FONTAINE FREDERIC,08/01/2014,Autre : [Restauration],€58,,
MENARINI FRANCE,Médecin,FONTAINE FRÉDERIC,03/10/2013,REPAS,€49,,
MENARINI FRANCE,Médecin,GUYOT FREDERIC,08/01/2014,Autre : [Restauration],€58,,
MENARINI FRANCE,Médecin,GUYOT FRÉDÉRIC,03/10/2013,REPAS,€49,,
MENARINI FRANCE,Médecin,LONG JEAN LOUIS,05/09/2013,AUTRE : RNT,€21,,
MENARINI FRANCE,Médecin,LONG JEAN LOUIS,08/01/2014,Autre : [Restauration],€58,,
MENARINI FRANCE,Médecin,LONG JEAN LOUIS,20/09/2013,AUTRE : RNT,€25,,
MENARINI FRANCE,Médecin,MADIER THIERRY,03/10/2013,REPAS,€49,,
MENARINI FRANCE,Médecin,MADIER THIERRY,20/11/2013,HOSPITALITE CONGRES,"€1,048",,
MENARINI FRANCE,Médecin,MARTIN OLIVIER,09/12/2013,AUTRE : RNT,€46,,
MENARINI FRANCE,Médecin,PAVAN CLAIRE,03/10/2013,REPAS,€49,,
MENARINI FRANCE,Médecin,PAVAN CLAIRE,08/01/2014,Autre : [Restauration],€58,,
MENARINI FRANCE,Médecin,ROUX-COMBAUD JOSIANE,03/10/2013,REPAS,€49,,
