AMGEN SAS,Médecin,BUCUR SIMONA,18/03/2014,REPAS IMPROMPTU,€21,,
NOVARTIS PHARMA SAS,Médecin,SITHAKHAM NICOLE,25/03/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,SITHAKHAM NICOLE,22/11/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,SITHAKHAM NICOLE,23/05/2014,Repas,€48,,
NOVARTIS PHARMA SAS,Pharmacien,SIMO KENMOGNE ELIANE,12/09/2013,Repas,€196,,
Otsuka Pharmaceutical France SAS,Infirmier,AHOLU TATIANA,27/03/2014,Repas,€20,,
Otsuka Pharmaceutical France SAS,Infirmier,ANANI FATNA,28/03/2014,Repas,€20,,
Otsuka Pharmaceutical France SAS,Infirmier,ANANI FATNA,28/03/2014,Repas,€20,,
Otsuka Pharmaceutical France SAS,Infirmier,ASCENSAO CRISTINA,27/03/2014,Repas,€20,,
Otsuka Pharmaceutical France SAS,Infirmier,BEOUCHE SADIA,18/03/2014,Repas,€23,,
Otsuka Pharmaceutical France SAS,Infirmier,FEUILLOY VIRGINIE,16/05/2014,Repas,€22,,
Otsuka Pharmaceutical France SAS,Infirmier,FEUILLOY VIRGINIE,28/03/2014,Repas,€20,,
Otsuka Pharmaceutical France SAS,Infirmier,GUESDON LUCIE,27/03/2014,Repas,€20,,
Otsuka Pharmaceutical France SAS,Infirmier,JABLAT AHMED,11/04/2014,Repas,€21,,
Otsuka Pharmaceutical France SAS,Infirmier,JAMES ISABELLE,28/03/2014,Repas,€20,,
Otsuka Pharmaceutical France SAS,Infirmier,KIENTZ FANNY,11/04/2014,Repas,€21,,
Otsuka Pharmaceutical France SAS,Infirmier,KRZYCH BRIGITTE,16/05/2014,Repas,€22,,
Otsuka Pharmaceutical France SAS,Infirmier,MALTOUR MARIE JEANNE,11/04/2014,Repas,€21,,
Otsuka Pharmaceutical France SAS,Infirmier,MALTOUR MARIE JEANNE,28/03/2014,Repas,€20,,
Otsuka Pharmaceutical France SAS,Infirmier,MBUNDANI CORINNE,27/03/2014,Repas,€20,,
Otsuka Pharmaceutical France SAS,Infirmier,MOCQUET THERESE,27/03/2014,Repas,€20,,
Otsuka Pharmaceutical France SAS,Infirmier,NGANI RICHARD,27/03/2014,Repas,€20,,
Otsuka Pharmaceutical France SAS,Infirmier,RAVEL NATHALIE,18/03/2014,Repas,€23,,
Otsuka Pharmaceutical France SAS,Infirmier,RUMMEL Cindy,14/10/2013,RESTAURATION,€14,,
Otsuka Pharmaceutical France SAS,Infirmier,RUMMEL Cindy,19/11/2013,RESTAURATION,€20,,
Otsuka Pharmaceutical France SAS,Infirmier,VAL ANNE SOPHIE,16/05/2014,Repas,€22,,
Otsuka Pharmaceutical France SAS,Infirmier,VAN DER SCHUEREN AUDE,18/03/2014,Repas,€23,,
Otsuka Pharmaceutical France SAS,Infirmier,VENS NATHALIE,16/05/2014,Repas,€22,,
Otsuka Pharmaceutical France SAS,Infirmier,VENS NATHALIE,11/04/2014,Repas,€21,,
Otsuka Pharmaceutical France SAS,Médecin,BACHIR NADIR,06/05/2014,Repas,€32,,
Otsuka Pharmaceutical France SAS,Médecin,BACHIR NADIR,27/03/2014,Repas,€20,,
Otsuka Pharmaceutical France SAS,Médecin,BELLEIL ELISABETH,11/04/2014,Repas,€21,,
Otsuka Pharmaceutical France SAS,Médecin,BELLEIL Elisabeth,11/10/2013,RESTAURATION,€50,,
Otsuka Pharmaceutical France SAS,Médecin,BELLEIL Elisabeth,22/11/2013,RESTAURATION,€59,,
Otsuka Pharmaceutical France SAS,Médecin,BELLEIL ELISABETH,16/05/2014,Repas,€22,,
Otsuka Pharmaceutical France SAS,Médecin,BELLEIL ELISABETH,18/03/2014,Repas,€23,,
Otsuka Pharmaceutical France SAS,Médecin,BENDJENANA GHISLAINE,17/01/2014,Repas,€33,,
Otsuka Pharmaceutical France SAS,Médecin,BENDJENANA Ghislaine,23/05/2014,HEBERGEMENT,€180,,
Otsuka Pharmaceutical France SAS,Médecin,BENDJENANA Ghislaine,24/05/2014,REPAS,€50,,
Otsuka Pharmaceutical France SAS,Médecin,BENDJENANA GHISLAINE,28/03/2014,Repas,€20,,
Otsuka Pharmaceutical France SAS,Médecin,BENDJENANA GHISLAINE,11/04/2014,Repas,€21,,
Otsuka Pharmaceutical France SAS,Médecin,BENDJENANA GHISLAINE,16/05/2014,Repas,€22,,
Otsuka Pharmaceutical France SAS,Médecin,BENDJENANA Ghislaine,23/05/2014,REPAS,€50,,
Otsuka Pharmaceutical France SAS,Médecin,CHARRETIER REMI,17/01/2014,Repas,€33,,
Otsuka Pharmaceutical France SAS,Médecin,CHARRETIER REMI,04/03/2014,Repas,€60,,
Otsuka Pharmaceutical France SAS,Médecin,CHARRETIER REMI,11/04/2014,Repas,€21,,
Otsuka Pharmaceutical France SAS,Médecin,CHARRETIER REMI,18/03/2014,Repas,€23,,
Otsuka Pharmaceutical France SAS,Médecin,DJELID KEMIM Djamila,23/05/2014,HEBERGEMENT,€180,,
Otsuka Pharmaceutical France SAS,Médecin,DJELID KEMIM Djamila,23/05/2014,REPAS,€50,,
Otsuka Pharmaceutical France SAS,Médecin,DJELID KEMIM Djamila,24/05/2014,REPAS,€50,,
Otsuka Pharmaceutical France SAS,Médecin,GAILLOT FLORENCE,17/01/2014,Repas,€33,,
Otsuka Pharmaceutical France SAS,Médecin,GAILLOT FLORENCE,16/05/2014,Repas,€22,,
Otsuka Pharmaceutical France SAS,Médecin,GAILLOT FLORENCE,28/03/2014,Repas,€20,,
Otsuka Pharmaceutical France SAS,Médecin,GAILLOT Florence,08/11/2013,RESTAURATION,€29,,
Otsuka Pharmaceutical France SAS,Médecin,GLIKMAN JACQUES,04/03/2014,Repas,€60,,
Otsuka Pharmaceutical France SAS,Médecin,GLIKMAN Jacques,22/11/2013,RESTAURATION,€59,,
Otsuka Pharmaceutical France SAS,Médecin,GLIKMAN JACQUES,16/05/2014,Repas,€22,,
Otsuka Pharmaceutical France SAS,Médecin,GLIKMAN JACQUES,18/03/2014,Repas,€23,,
Otsuka Pharmaceutical France SAS,Médecin,GLIKMAN Jacques,20/12/2013,RESTAURATION,€59,,
Otsuka Pharmaceutical France SAS,Médecin,GLIKMAN JACQUES,11/04/2014,Repas,€21,,
Otsuka Pharmaceutical France SAS,Médecin,GLIKMAN Jacques,11/10/2013,RESTAURATION,€50,,
Otsuka Pharmaceutical France SAS,Médecin,GUERIN Agnes,22/11/2013,RESTAURATION,€59,,
Otsuka Pharmaceutical France SAS,Médecin,GUERIN AGNES,11/04/2014,Repas,€21,,
Otsuka Pharmaceutical France SAS,Médecin,GUERIN AGNES,16/05/2014,Repas,€22,,
Otsuka Pharmaceutical France SAS,Médecin,GUERIN Agnes,11/10/2013,RESTAURATION,€50,,
Otsuka Pharmaceutical France SAS,Médecin,GUERIN AGNES,18/03/2014,Repas,€23,,
Otsuka Pharmaceutical France SAS,Médecin,GUERIN AGNES,17/01/2014,Repas,€33,,
Otsuka Pharmaceutical France SAS,Médecin,GUERIN Agnes,22/11/2013,RESTAURATION,€59,,
Otsuka Pharmaceutical France SAS,Médecin,GUERIN Agnes,11/10/2013,RESTAURATION,€50,,
Otsuka Pharmaceutical France SAS,Médecin,GUEROUT THIERRY,16/05/2014,Repas,€22,,
Otsuka Pharmaceutical France SAS,Médecin,HAROUN Gina,05/07/2013,RESTAURATION,€24,,
Otsuka Pharmaceutical France SAS,Médecin,HAROUN Gina,08/11/2013,RESTAURATION,€29,,
Otsuka Pharmaceutical France SAS,Médecin,HAROUN Gina,11/10/2013,RESTAURATION,€50,,
Otsuka Pharmaceutical France SAS,Médecin,HENNI MOHAMMED,03/04/2014,REPAS,€60,,
Otsuka Pharmaceutical France SAS,Médecin,HENNI MOSTEFA Mohamed,22/11/2013,RESTAURATION,€59,,
Otsuka Pharmaceutical France SAS,Médecin,HENNI MOSTEFA MOHAMED,17/01/2014,Repas,€33,,
Otsuka Pharmaceutical France SAS,Médecin,HENNI MOSTEFA MOHAMED,11/04/2014,Repas,€21,,
Otsuka Pharmaceutical France SAS,Médecin,HENNI MOSTEFA MOHAMED,16/05/2014,Repas,€22,,
Otsuka Pharmaceutical France SAS,Médecin,HENNI MOSTEFA Mohamed,20/12/2013,RESTAURATION,€59,,
Otsuka Pharmaceutical France SAS,Médecin,KELLER JEREMY,27/03/2014,Repas,€20,,
Otsuka Pharmaceutical France SAS,Médecin,KHOUGEH Khaldoun,14/10/2013,RESTAURATION,€14,,
Otsuka Pharmaceutical France SAS,Médecin,KHOUGEH Khaldoun,19/11/2013,RESTAURATION,€20,,
Otsuka Pharmaceutical France SAS,Médecin,LALIBI DJAMEL,16/05/2014,Repas,€22,,
Otsuka Pharmaceutical France SAS,Médecin,LAPORTE MANY MARIE,16/05/2014,Repas,€22,,
Otsuka Pharmaceutical France SAS,Médecin,LAPORTE MANY MARIE,11/04/2014,Repas,€21,,
Otsuka Pharmaceutical France SAS,Médecin,LAPORTE MANY MARIE,17/01/2014,Repas,€33,,
Otsuka Pharmaceutical France SAS,Médecin,LE BRAS CATHERINE,16/05/2014,Repas,€22,,
Otsuka Pharmaceutical France SAS,Médecin,PASCAL JOELLE,11/04/2014,Repas,€21,,
Otsuka Pharmaceutical France SAS,Médecin,PROUHEZE MARTIAL,17/01/2014,Repas,€33,,
Otsuka Pharmaceutical France SAS,Médecin,SKARBNIK NASTASSIA,16/05/2014,Repas,€22,,
Otsuka Pharmaceutical France SAS,Médecin,SKARBNIK NASTASSIA,17/01/2014,Repas,€33,,
Otsuka Pharmaceutical France SAS,Médecin,SMADJA NATHALIE,26/06/2014,Repas,€42,,
Otsuka Pharmaceutical France SAS,Médecin,TABTI MAHMOUD,21/01/2014,Autre:[INSCRIPTION CONGRES],€347,,
Otsuka Pharmaceutical France SAS,Médecin,TRABELSI JEAN,27/03/2014,Repas,€20,,
Otsuka Pharmaceutical France SAS,Médecin,VILLOTEAU MAGALI,16/05/2014,Repas,€22,,
Otsuka Pharmaceutical France SAS,Médecin,VILLOTEAU MAGALI,17/01/2014,Repas,€33,,
Otsuka Pharmaceutical France SAS,Médecin,WINTREBERT Dominique,20/12/2013,RESTAURATION,€59,,
Otsuka Pharmaceutical France SAS,Médecin,WINTREBERT DOMINIQUE,16/05/2014,Repas,€22,,
Otsuka Pharmaceutical France SAS,Médecin,ZEGRAR BELOUFA,17/01/2014,Repas,€33,,
Otsuka Pharmaceutical France SAS,Médecin,ZEGRAR BELOUFA,06/05/2014,Repas,€32,,
Otsuka Pharmaceutical France SAS,Médecin,ZEGRAR Beloufa,11/10/2013,RESTAURATION,€50,,
Otsuka Pharmaceutical France SAS,Médecin,ZEGRAR Beloufa,08/11/2013,RESTAURATION,€29,,
Otsuka Pharmaceutical France SAS,Médecin,ZEGRAR Beloufa,05/07/2013,RESTAURATION,€24,,
Otsuka Pharmaceutical France SAS,Médecin,ZEGRAR BELOUFA,11/04/2014,Repas,€21,,
Otsuka Pharmaceutical France SAS,Pharmacien,BERCHOT GIRAUDEAU FRANCOISE,17/01/2014,Repas,€33,,
Otsuka Pharmaceutical France SAS,Pharmacien,BERCHOT GIRAUDEAU FRANCOISE,11/04/2014,Repas,€21,,
Otsuka Pharmaceutical France SAS,Pharmacien,SIMO KENMOGNE ELIANE,17/01/2014,Repas,€33,,
Otsuka Pharmaceutical France SAS,Pharmacien,SIMO KENMOGNE ELIANE,16/05/2014,Repas,€22,,
Pierre Fabre Dermo-Cosmétique,Pharmacien,BOTTAZINI JEAN FABIEN,11/12/2013,RP,€48,,
Pierre Fabre Dermo-Cosmétique,Préparateur en pharmacie et préparateur en pharmacie hospitalière,PHARISIEN NELLY,05/06/2014,RESTAURATION,€19,,
PIERRE FABRE MEDICAMENT,Médecin,SARAZIN OLIVIER,15/03/2012,Restauration,€28,,
PIERRE FABRE MEDICAMENT,Médecin,SITHAKHAM NICOLE,21/02/2014,RESTAURATION,€40,,
PIERRE FABRE MEDICAMENT,Médecin,SITHAKHAM NICOLE,29/11/2013,RESTAURATION,€32,,
PIERRE FABRE MEDICAMENT,Médecin,SITHAKHAM NICOLE,01/06/2012,Restauration,€43,,
PIERRE FABRE MEDICAMENT,Médecin,SITHAKHAM NICOLE,24/01/2014,RESTAURATION,€31,,
PIERRE FABRE MEDICAMENT,Médecin,SITHAKHAM NICOLE,25/01/2013,Restauration,€37,,
SANOFI AVENTIS FRANCE,Infirmier,LECOQ CORINNE,04/07/2013,Restauration,€40,,
SANOFI AVENTIS FRANCE,Médecin,SARAZIN OLIVIER,22/03/2014,Autre : [Restauration],€28,,
SANOFI AVENTIS FRANCE,Pharmacien,TAZI LATIFA,14/05/2014,Repas,€54,,
Takeda France,Médecin,BONAIME Patrice,27/09/2013,TRANSPORT,€330,,
TEVA SANTE SAS,Médecin,SITHAKHAM NICOLE,18/06/2014,REPAS,€37,,
