ABBOTT FRANCE,Médecin,MEYER PIERRE,30/01/2014,REPAS,€65,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BOYER GUY RENE,28/09/2012,Hospitalité,€411,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BOYER GUY RENE,15/06/2012,Hospitalité,€49,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CECCARELLI LAURENT,21/01/2014,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,COMPE ARMELLE,13/06/2013,Hospitalite,€35,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,COMPE ARMELLE,11/05/2012,Hospitalité,€39,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,COPPET HELENE,28/02/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,COUSYN ROCHAT MARIE CLAIRE,13/07/2012,Hospitalité,€15,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DALMAS PHILIPPE,19/02/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DALMAS PHILIPPE,26/06/2014,REPAS,€44,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DALMAS PHILIPPE,07/11/2013,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DALMAS PHILIPPE,07/11/2013,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DALMAS PHILIPPE,26/06/2014,REPAS,€44,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DALMAS PHILIPPE,23/01/2014,REPAS,€40,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DALMAS PHILIPPE,20/01/2012,Transport,€240,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DALMAS PHILIPPEá,20/01/2012,Inscription,€179,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DONADEY JEAN CHRISTOPHE,06/03/2014,REPAS,€30,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DONADEY JEAN CHRISTOPHE,15/11/2013,REPAS,€47,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DONADEY JEAN CHRISTOPHE,24/09/2013,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DONADEY JEAN CHRISTOPHE,14/06/2012,Hospitalité,€56,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DONADEY JEAN CHRISTOPHE,12/07/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DONADEY JEAN CHRISTOPHE,20/07/2012,Hospitalité,€56,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DONADEY JEAN CHRISTOPHE,29/11/2012,Hospitalité,€45,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DONADEY JEAN CHRISTOPHE,01/06/2012,Hospitalité,€57,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DONADEY JEAN CHRISTOPHE,08/04/2014,REPAS,€53,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DONADEY JEAN CHRISTOPHE,04/06/2013,Hospitalite,€54,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DONADEY JEAN CHRISTOPHE,14/05/2013,Hospitalite,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DONADEY JEAN CHRISTOPHE,21/03/2013,Hospitalite,€51,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DONADEY JEAN CHRISTOPHE,03/04/2012,Hospitalité,€49,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DOUKHAN BEATA,30/10/2013,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DURANT MAILY,02/02/2013,Hospitalite,€225,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DURANT MAILY,01/02/2013,Inscription,€87,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DURANT MAILY,01/02/2013,Transport,€431,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DURANT MAILY,11/05/2012,Hospitalité,€39,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DURANT MAILY,01/02/2013,Hospitalite,€285,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,EBERHARDT JEAN DIDIER,17/11/2013,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,EBERHARDT JEAN DIDIER,05/07/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,EBERHARDT JEAN DIDIER,31/01/2013,Hospitalite,€50,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,EBERHARDT JEAN DIDIER,06/03/2014,REPAS,€51,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,EL MAHJOUB ALI,16/10/2013,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FORTIER ARLETTE,11/03/2014,REPAS,€35,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FORTIER ARLETTE,14/05/2013,Hospitalite,€42,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FORTIER ARLETTE,25/06/2013,Hospitalite,€25,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FRANCOIS DOMINIQUE,20/07/2012,Hospitalité,€56,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FRANCOIS JEAN CLAUDE,24/09/2013,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FRANCOIS JEAN CLAUDE,21/01/2014,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FRANCOIS JEAN CLAUDE,04/06/2013,Hospitalite,€54,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FRANCOIS JEAN CLAUDE,14/05/2013,Hospitalite,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FRANCOIS JEAN CLAUDE,06/05/2014,REPAS,€57,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FRANCOIS JEAN CLAUDE,03/04/2012,Hospitalité,€49,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GARCIA NATHALIE,24/09/2013,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GARCIA NATHALIE,04/06/2013,Hospitalite,€54,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GARCIA NATHALIE,21/01/2014,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GARCIA NATHALIE,06/05/2014,REPAS,€57,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GARCIA NATHALIE,24/09/2013,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GEORGES DANIEL,20/07/2012,Hospitalité,€56,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GEORGES DANIEL,03/04/2012,Hospitalité,€49,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GIRAUD GIES MARTINE,10/04/2014,REPAS,€42,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GIRAUD GIES MARTINE,25/06/2013,Hospitalite,€25,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GULINO ALDO,29/05/2012,Hospitalité,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HOLTERBACH RAPHAEL,13/12/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HOLTERBACH RAPHAEL,05/12/2013,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,JEANNET FABIENNE,14/05/2013,Hospitalite,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,JEANNET FABIENNE,06/05/2014,REPAS,€57,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,JEANNET FABIENNE,24/09/2013,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LEVY JOSE,14/05/2013,Hospitalite,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LEVY JOSE,04/06/2013,Hospitalite,€54,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LEVY JOSE,21/01/2014,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LEVY JOSE,06/05/2014,REPAS,€57,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LEVY JOSE,03/04/2012,Hospitalité,€49,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LEVY JOSE,24/09/2013,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MARCUCCI JEAN MARC,28/02/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MARCUCCI JEAN MARC,14/05/2013,Hospitalite,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MARCUCCI JEAN MARC,20/07/2012,Hospitalité,€56,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MARCUCCI JEAN MARC,03/04/2012,Hospitalité,€49,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MARCUCCI JEAN MARC,21/01/2014,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MARCUCCI JEAN MARC,04/06/2013,Hospitalite,€54,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MARCUCCI JEAN MARC,24/09/2013,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MARCUCCI JEAN MARC,06/05/2014,REPAS,€57,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MARTINETTI PAUL,24/09/2013,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MARTINETTI PAUL,03/04/2012,Hospitalité,€49,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MARTINETTI PAUL,28/02/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MARTINETTI PAUL,20/07/2012,Hospitalité,€56,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MELANGER MICHEL,25/10/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MELANGER MICHEL,12/12/2013,REPAS,€35,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MULLER GUY,20/07/2012,Hospitalité,€56,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MULLER GUY,03/04/2012,Hospitalité,€49,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,OLLIVIER JEAN FRANCOIS,08/04/2014,REPAS,€53,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,OULD MOUSSA BOUREDJI KENZA,30/10/2013,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PIERRILLAS JEAN CLAUDE,25/06/2013,Hospitalite,€25,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PIERRILLAS JEAN CLAUDE,14/05/2013,Hospitalite,€42,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PIERRILLAS JEAN CLAUDE,25/06/2013,Hospitalite,€25,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PIGLIONE LAURENT,21/01/2014,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PIGLIONE LAURENT,06/05/2014,REPAS,€57,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PIGLIONE LAURENT,24/09/2013,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PIGLIONE LAURENT,14/05/2013,Hospitalite,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,PIGLIONE LAURENT,15/11/2013,REPAS,€47,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,QUINTENS HERVE,10/04/2014,TRANSPORT,€11,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,QUINTENS HERVE,23/01/2014,REPAS,€40,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,QUINTENS HERVE,19/02/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,QUINTENS HERVE,20/06/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,QUINTENS HERVE,07/11/2013,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,QUINTENS HERVE,28/09/2013,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,QUINTENS HERVE,12/04/2013,Hospitalite,€58,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,QUINTENS HERVE,10/04/2014,HEBERGEMENT,€211,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,QUINTENS HERVE,11/04/2014,HEBERGEMENT,€211,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,QUINTENS HERVE,12/04/2014,HEBERGEMENT,€211,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,QUINTENS HERVE,13/04/2014,HEBERGEMENT,€211,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,QUINTENS HERVE,14/04/2014,HEBERGEMENT,€211,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,QUINTENS HERVE,10/04/2014,INSCRIPTION,"€1,219",,
LABORATOIRE GLAXOSMITHKLINE,Médecin,QUINTENS HERVE,10/04/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,QUINTENS HERVE,14/04/2014,HEBERGEMENT,€211,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,QUINTENS HERVE,13/04/2014,HEBERGEMENT,€211,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,QUINTENS HERVE,12/04/2014,HEBERGEMENT,€211,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,QUINTENS HERVE,11/04/2014,HEBERGEMENT,€211,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,QUINTENS HERVE,10/04/2014,HEBERGEMENT,€211,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,QUINTENS HERVE,07/11/2013,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,QUINTENS HERVE,20/06/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,QUINTENS HERVE,23/01/2014,REPAS,€40,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,QUINTENS HERVE,12/04/2013,Hospitalite,€58,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,QUINTENS HERVE,28/09/2013,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,SIGAL FOLACCI MARTINE,11/03/2014,REPAS,€35,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,TAMKO RAOUL,30/10/2013,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,WEISE GEORGES,26/06/2013,Hospitalite,€35,,
Laboratoire Innothera,Autres types de personne morale,PHARMACIE CAP 3000,13/12/2013,CADEAUX,€78,,
Laboratoire Innothera,Autres types de personne morale,PHARMACIE DE L EMPEREUR,13/12/2013,CADEAUX,€26,,
Laboratoire Innothera,Autres types de personne morale,PHARMACIE MICHEL ANGE,13/12/2013,CADEAUX,€26,,
Laboratoire Innothera,Pharmacien,BOYER MONIQUE,30/01/2014,REPAS,€28,,
Laboratoire Innothera,Pharmacien,COLLOMBIER NICOLAS,30/01/2014,REPAS,€28,,
Laboratoire Innothera,Pharmacien,GREGOIRE ALEXIS,30/01/2014,REPAS,€28,,
Laboratoire Innothera,Pharmacien,LEBRETON-SEAM SYLVANIA,30/01/2014,REPAS,€28,,
Laboratoire Innothera,Pharmacien,STOIAN-MUDAVA IULIA-STEFANIA,30/01/2014,REPAS,€28,,
Laboratoire Innothera,Préparateur en pharmacie et préparateur en pharmacie hospitalière,KECHICHE STÉPHANIE,30/01/2014,REPAS,€28,,
Laboratoire Innothera,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MOUNIER SANDRA,30/01/2014,REPAS,€28,,
Laboratoire Innothera,Préparateur en pharmacie et préparateur en pharmacie hospitalière,ROMBI MARIE-LAURE,30/01/2014,REPAS,€28,,
Laboratoire Innothera,Préparateur en pharmacie et préparateur en pharmacie hospitalière,SADLER NATHALIE,30/01/2014,REPAS,€28,,
LABORATOIRE JALDES,Médecin,Cousyn-Rochat Marie Claire,20/12/2013,Autre : [ECHANTILLON],€13,,
LABORATOIRE MENE ET MOY,Médecin,MARTIN CAROLE,06/03/2014,cadeaux,€31,,
LABORATOIRE MENE ET MOY,Médecin,SZCZEPANIAK DIDIER,03/03/2014,cadeaux,€27,,
Laboratoires ARKOPHARMA,Médecin,BARNOIN JOEL,21/05/2014,REPAS,€50,,
Laboratoires BESINS INTERNATIONAL,Médecin,BARNOIN Joel,28/03/2013,Repas,€36,,
Laboratoires BESINS INTERNATIONAL,Médecin,MARTIN Carole,23/10/2013,Repas,€100,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,BENHAMOU PIERRE,11/06/2014,Repas,€60,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,BENZAQUIN ANDRE,11/06/2014,Repas,€60,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,DALMAS PHILIPPE,11/06/2014,Repas,€60,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,DONADEY JEAN CHRISTOPHE,11/06/2014,Repas,€60,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,FRANCOIS DOMINIQUE,11/06/2014,Repas,€60,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,GULINO ALDO,18/04/2014,Repas,€45,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,LEVY JOSE,11/06/2014,Repas,€60,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,OLLIVIER JEAN FRANCOIS,18/04/2014,Repas,€45,,
LABORATOIRES BOUCHARA - RECORDATI,Médecin,QUINTENS HERVE,10/10/2013,AUTRE : FRAIS D'INSCRIPTION,€598,,
Laboratoires Grünenthal SAS,Médecin,BARDEAU JEAN JACQUES,25/02/2014,REPAS,€40,,
Laboratoires Grünenthal SAS,Médecin,BENHAMOU PIERRE,10/04/2014,REPAS,€45,,
Laboratoires Grünenthal SAS,Médecin,BENHAMOU PIERRE,25/02/2014,REPAS,€40,,
Laboratoires Grünenthal SAS,Médecin,DONADEY JEAN CHRISTOPHE,25/02/2014,REPAS,€40,,
Laboratoires Grünenthal SAS,Médecin,FRANCOIS JEAN CLAUDE,25/02/2014,REPAS,€40,,
Laboratoires Grünenthal SAS,Médecin,GUENIFFEY DIDIER,04/03/2014,REPAS,€37,,
Laboratoires Grünenthal SAS,Médecin,PIGLIONE LAURENT,25/02/2014,REPAS,€40,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,COLLOMNBIEN NICOLAS,04/04/2013,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,COUSTENOBLE ISABELLE,04/04/2013,INVITATIONS,€20,,
LABORATOIRES OMEGA PHARMA FRANCE,Pharmacien,PUONS MÉLANIE,04/04/2013,INVITATIONS,€20,,
Laboratoires THEA,Médecin,HEBERT CHARLES,21/11/2013,REPAS,€55,,
LABORATOIRES URGO,Pharmacien,DE LONGUEVAL ARNAUD,30/09/2013,REPAS,€21,,
Labvoratoire CHAUVIN,Pharmacien,PHARMACIE PICARD PHARMACIE PICARD,04/07/2013,REPAS,€22,,
Labvoratoire CHAUVIN,Pharmacien,PHARMACIE PICARD PHARMACIE PICARD,04/07/2013,REPAS,€22,,
Labvoratoire CHAUVIN,Pharmacien,PHARMACIE PICARD PHARMACIE PICARD,04/07/2013,REPAS,€22,,
LENTILLES SAS,Médecin,BLOISE LOUISETTE,17/12/2013,REPAS,€44,,
LENTILLES SAS,Médecin,BLOISE LOUISETTE,13/12/2013,REPAS,€60,,
LENTILLES SAS,Médecin,HEBERT CHARLES,17/12/2013,REPAS,€44,,
LEO Pharma,Médecin,DAMON FRÉDÉRIC,11/11/2013,HOSPITALITE,€594,,
LEO Pharma,Médecin,DURAND JEAN MARC,06/02/2014,REPAS,€29,,
LEO Pharma,Médecin,DURAND JEAN MARC,18/03/2014,REPAS,€60,,
LEO Pharma,Médecin,DURAND JEAN MARC,06/02/2014,REPAS,€29,,
LEO Pharma,Médecin,DURAND JEAN MARC,06/02/2014,REPAS,€29,,
LES LABORATOIRES SERVIER,Médecin,ASQUIER THIERRY,11/10/2013,Transport,€182,,
LES LABORATOIRES SERVIER,Médecin,ASQUIER THIERRY,11/10/2013,Repas,€70,,
LES LABORATOIRES SERVIER,Médecin,ASQUIER THIERRY,11/02/2014,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,BARNOIN JOEL,16/10/2013,Repas,€60,,
LES LABORATOIRES SERVIER,Médecin,DROGOUL LAURENT,03/10/2013,Repas,€56,,
LES LABORATOIRES SERVIER,Médecin,DURAND PHILIPPE,03/10/2013,Repas,€56,,
LES LABORATOIRES SERVIER,Médecin,DURAND PHILIPPE,19/11/2013,Repas,€40,,
LES LABORATOIRES SERVIER,Médecin,FRANCOIS DOMINIQUE,14/11/2013,Repas,€59,,
LES LABORATOIRES SERVIER,Médecin,MEYER PIERRE,03/10/2013,Repas,€56,,
LES LABORATOIRES SERVIER,Médecin,OLLIVIER JEAN FRANCOIS,27/03/2014,Repas,€45,,
LES LABORATOIRES SERVIER,Médecin,SPANNAGEL SYLVIE,27/11/2013,Autre : Inscription,€480,,
LES LABORATOIRES SERVIER,Médecin,SPANNAGEL SYLVIE,27/11/2013,Repas,€60,,
LFB BIOMEDICAMENTS,Médecin,BLASIN CHADOUTAUD AURELIE,15/04/2014,Repas,€20,,
LFB BIOMEDICAMENTS,Médecin,CIEBIERA JEAN PIERRE,15/04/2014,Repas,€20,,
LFB BIOMEDICAMENTS,Médecin,DEROCHE DIDIER,15/04/2014,Repas,€20,,
LFB BIOMEDICAMENTS,Médecin,PUIG CHRISTIAN,19/11/2013,Transport,€447,,
LFB BIOMEDICAMENTS,Médecin,PUIG CHRISTIAN,19/11/2013,Repas,€76,,
LFB BIOMEDICAMENTS,Médecin,RANDEL CHRISTOPHE,15/04/2014,Repas,€20,,
LFB BIOMEDICAMENTS,Médecin,VELLUTINI GHYSLAINE,15/04/2014,Repas,€20,,
Lilly France SAS,Médecin,BENHAMOU PIERRE,13/03/2014,REPAS,€60,,
Lilly France SAS,Médecin,DONADEY JEAN CHRISTOPHE,13/03/2014,REPAS,€60,,
Lilly France SAS,Médecin,FRANCOIS DOMINIQUE,13/03/2014,REPAS,€60,,
Lilly France SAS,Médecin,LEVY JOSE,13/03/2014,REPAS,€60,,
Lilly France SAS,Médecin,NOLIN HUGO,13/03/2014,REPAS,€60,,
Lilly France SAS,Médecin,OLLIVIER JEAN FRANCOIS,25/02/2014,REPAS,€47,,
Lilly France SAS,Médecin,OLLIVIER JEAN FRANCOIS,25/02/2014,REPAS,€47,,
LUNDBECK SAS,Médecin,ASQUIER THIERRY,05/11/2013,AUTRE : FRAIS DE RESTAURATION / RP,€55,,
LUNDBECK SAS,Médecin,AUDIBERT STEPHANIE,05/11/2013,AUTRE : FRAIS DE RESTAURATION / RP,€55,,
LUNDBECK SAS,Médecin,BENHAMOU PIERRE,05/11/2013,AUTRE : FRAIS DE RESTAURATION / RP,€55,,
LUNDBECK SAS,Médecin,BERNI MARYLENE,05/11/2013,AUTRE : FRAIS DE RESTAURATION / RP,€55,,
LUNDBECK SAS,Médecin,CECCARELLI LAURENT,05/11/2013,AUTRE : FRAIS DE RESTAURATION / RP,€55,,
LUNDBECK SAS,Médecin,DONADEY JEAN CHRISTOPHE,05/11/2013,AUTRE : FRAIS DE RESTAURATION / RP,€55,,
LUNDBECK SAS,Médecin,FRANCOIS JEAN CLAUDE,05/11/2013,AUTRE : FRAIS DE RESTAURATION / RP,€55,,
LUNDBECK SAS,Médecin,GARCIA NATHALIE,05/11/2013,AUTRE : FRAIS DE RESTAURATION / RP,€55,,
LUNDBECK SAS,Médecin,GULINO ALDO,04/07/2013,AUTRE : FRAIS DE RESTAURATION / RP,€38,,
LUNDBECK SAS,Médecin,JEANNET FABIENNE,05/11/2013,AUTRE : FRAIS DE RESTAURATION / RP,€55,,
LUNDBECK SAS,Médecin,LEVY JOSE,05/11/2013,AUTRE : FRAIS DE RESTAURATION / RP,€55,,
LUNDBECK SAS,Médecin,MARCUCCI JEAN MARC,05/11/2013,AUTRE : FRAIS DE RESTAURATION / RP,€55,,
LUNDBECK SAS,Médecin,OLLIVIER JEAN FRANCOIS,04/07/2013,AUTRE : FRAIS DE RESTAURATION / RP,€38,,
LUNDBECK SAS,Médecin,SPANNAGEL SYLVIE,07/11/2013,AUTRE : FRAIS D HOSPITALITE / RP,€13,,
LUNDBECK SAS,Médecin,SPANNAGEL SYLVIE,19/10/2013,AUTRE : FRAIS D HOSPITALITE / RP,€223,,
MEDEXACT,Médecin,BENHAMOU PIERRE,28/05/2013,Autre: [Enquête],€16,,
MEDEXACT,Médecin,CASTELNAU OLIVIER,11/07/2013,Autre: [Enquête],€26,,
MEDEXACT,Médecin,MARTINETTI PAUL,10/06/2013,Autre: [Enquête],€19,,
MEDEXACT,Médecin,POIRIER JEAN PAUL,06/03/2013,Autre: [Enquête],€16,,
medi,Pharmacien,BOTTARI LUDOVIC,01/04/2014,Repas,€18,,
medi,Pharmacien,COHEN-SOLAL NATACHA,01/04/2014,Repas,€18,,
medi,Pharmacien,SCORDEL DELPHINE,01/04/2014,Repas,€18,,
medi,Pharmacien,SEAM-LEBRETON SYLVANIA,01/04/2014,Repas,€18,,
medi,Préparateur en pharmacie et préparateur en pharmacie hospitalière,KECHTICHE STEPHANIE,01/04/2014,Repas,€18,,
MEDTRONIC France S.A.S,Infirmier,ARRIGHI CAMILLE,25/03/2014,REPAS,€25,,
MEDTRONIC France S.A.S,Infirmier,CAMPOPIANO AMIRA,25/03/2014,REPAS,€25,,
MEDTRONIC France S.A.S,Infirmier,CANOVARO EDWIGE,25/03/2014,REPAS,€25,,
MEDTRONIC France S.A.S,Infirmier,CHEVALIER YVONE,25/03/2014,REPAS,€25,,
MEDTRONIC France S.A.S,Infirmier,GARCIA BELLONE ISABEL,25/03/2014,REPAS,€25,,
MEDTRONIC France S.A.S,Infirmier,KOBYLINSKI SARAH,25/03/2014,REPAS,€25,,
MEDTRONIC France S.A.S,Infirmier,LAMMY LAURENCE,25/03/2014,REPAS,€25,,
MEDTRONIC France S.A.S,Infirmier,LORENTE NICOLE,17/01/2014,REPAS,€25,,
MEDTRONIC France S.A.S,Infirmier,MANDIER LISE,25/03/2014,REPAS,€25,,
MEDTRONIC France S.A.S,Infirmier,MONTIEL ARIANE,25/03/2014,REPAS,€25,,
MEDTRONIC France S.A.S,Infirmier,PAQUIER SÉBASTIEN,25/03/2014,REPAS,€25,,
MEDTRONIC France S.A.S,Infirmier,RIQUELME ELODIE,25/03/2014,REPAS,€25,,
MEDTRONIC France S.A.S,Infirmier,ROBERT SYLVIE,25/03/2014,REPAS,€25,,
MEDTRONIC France S.A.S,Infirmier,ROCHEM MAGALIE,25/03/2014,REPAS,€25,,
MEDTRONIC France S.A.S,Infirmier,RODRIGUES CAROLINE,25/03/2014,REPAS,€25,,
MEDTRONIC France S.A.S,Infirmier,SERCY CINDY,25/03/2014,REPAS,€25,,
MEDTRONIC France S.A.S,Infirmier,VINCENT AMINARI,25/03/2014,REPAS,€25,,
MEDTRONIC France S.A.S,Médecin,ALDOSSARY ALAA,18/06/2014,REPAS,€62,,
MENARINI FRANCE,Médecin,BENHAMOU PIERRE,04/07/2013,REPAS,€50,,
MENARINI FRANCE,Médecin,BENHAMOU PIERRE,30/01/2014,Autre : [Restauration],€58,,
MENARINI FRANCE,Médecin,BENHAMOU PIERRE,10/10/2013,AUTRE : RNT,€40,,
MENARINI FRANCE,Médecin,BENZAQUIN ANDRÉ,20/11/2013,HOSPITALITE CONGRES,"€1,241",,
MENARINI FRANCE,Médecin,DONADEY JEAN CHRISTOPHE,30/01/2014,Autre : [Restauration],€58,,
MENARINI FRANCE,Médecin,DONADEY JEAN CHRISTOPHE,10/10/2013,AUTRE : RNT,€40,,
