ABBOTT PRODUCTS SAS,Médecin,JEAN Emmanuel,29/11/2013,REPAS,€29,,
MSD France,Médecin,LAUNAY OLIVIER,17/07/2012,REPAS,€33,,
MSD France,Médecin,LAUNAY OLIVIER,25/03/2014,REPAS,€55,,
MSD France,Médecin,LAUNAY OLIVIER,02/05/2013,REPAS,€40,,
MSD France,Médecin,NAPOLY JACQUES,05/07/2013,REPAS,€60,,
MSD France,Médecin,SAMSON PHILIPPE,31/05/2012,REPAS,€55,,
MSD France,Médecin,SIMON NATHALIE,18/07/2013,REPAS,€30,,
MSD France,Médecin,SIMON NATHALIE,27/06/2013,HOSPITALITÉ,€60,,
MSD France,Médecin,SIMON NATHALIE,13/02/2014,REPAS,€32,,
MSD France,Médecin,SIMON NATHALIE,12/07/2012,REPAS,€34,,
MSD France,Médecin,VALLEE EDOUARD,08/11/2012,REPAS,€45,,
MSD France,Médecin,VALLEE EDOUARD,12/05/2012,HOSPITALITE,€60,,
MSD France,Médecin,VALLEE EDOUARD,25/10/2012,REPAS,€60,,
MSD France,Médecin,WAJEMAN SOPHIE,28/08/2012,REPAS,€26,,
MSD France,Médecin,WAJEMAN SOPHIE,05/04/2012,REPAS,€55,,
MSD France,Médecin,WAJEMAN SOPHIE,25/10/2012,REPAS,€60,,
MSD France,Médecin,WAJEMAN SOPHIE,12/05/2012,HOSPITALITE,€60,,
MSD France,Médecin,WAJEMAN SOPHIE,12/07/2012,REPAS,€34,,
MSD France,Médecin,WAJEMAN SOPHIE,09/05/2012,HOSPITALITE,€54,,
MSD France,Médecin,WAJEMAN SOPHIE,13/02/2014,REPAS,€32,,
MSD France,Médecin,WAJEMAN SOPHIE,25/02/2013,REPAS,€15,,
MSD France,Médecin,WAJEMAN SOPHIE,31/05/2012,REPAS,€55,,
MSD France,Médecin,WAJEMAN SOPHIE,05/07/2013,REPAS,€60,,
MSD France,Médecin,WAJEMAN SOPHIE,18/07/2013,REPAS,€30,,
MSD France,Médecin,WAJEMAN SOPHIE,10/07/2012,HOSPITALITE,€60,,
MSD France,Médecin,WAJEMAN SOPHIE,03/02/2012,REPAS,€57,,
MSD France,Médecin,WAJEMAN SOPHIE,21/11/2013,REPAS,€51,,
MUNDIPHARMA,Etudiant,LANGLOIS INES,09/01/2014,REPAS,€26,,
MUNDIPHARMA,Médecin,BEAUFILS JEAN,30/01/2014,REPAS,€55,,
MUNDIPHARMA,Médecin,DE GEYER ALAIN,17/04/2014,REPAS,€55,,
MUNDIPHARMA,Médecin,DE GEYER ALAIN,30/01/2014,REPAS,€55,,
MUNDIPHARMA,Médecin,GEFFRAY EMMANUELLE,09/01/2014,REPAS,€26,,
MUNDIPHARMA,Médecin,JEAN EMMANUEL,17/01/2013,AUTRE : REPAS PROFESSIONNEL,€41,,
MUNDIPHARMA,Médecin,JEAN EMMANUEL,10/01/2013,HOSPITALITE REUNION PROFESSIONNELLE,€55,,
MUNDIPHARMA,Médecin,JOURDAIN PATRICIA,30/01/2014,REPAS,€55,,
MUNDIPHARMA,Médecin,LAGON FRANCOIS,17/01/2013,AUTRE : REPAS PROFESSIONNEL,€41,,
MUNDIPHARMA,Médecin,LAGON FRANCOIS,17/04/2014,REPAS,€55,,
MUNDIPHARMA,Médecin,LAGON FRANCOIS,10/01/2013,HOSPITALITE REUNION PROFESSIONNELLE,€55,,
MUNDIPHARMA,Médecin,LAUNAY OLIVIER,20/02/2013,AUTRE : HOSPITALITE STAFF,€12,,
MUNDIPHARMA,Médecin,LAUNAY OLIVIER,12/06/2014,REPAS,€55,,
MUNDIPHARMA,Médecin,LAUNAY OLIVIER,22/05/2013,AUTRE : REPAS PROFESSIONNEL,€37,,
MUNDIPHARMA,Médecin,LAUNAY OLIVIER,13/03/2014,REPAS,€35,,
MUNDIPHARMA,Médecin,LAUNAY OLIVIER,04/07/2013,REPAS,€55,,
MUNDIPHARMA,Médecin,LAUNAY OLIVIER,12/06/2014,REPAS,€55,,
MUNDIPHARMA,Médecin,LUCAS DAVID,14/11/2013,HOSPITALITE,€55,,
MUNDIPHARMA,Médecin,SIMON NATHALIE,17/04/2014,REPAS,€55,,
MUNDIPHARMA,Médecin,WAJEMAN SOPHIE,17/01/2013,AUTRE : REPAS PROFESSIONNEL,€41,,
MUNDIPHARMA,Médecin,WAJEMAN SOPHIE,17/04/2014,REPAS,€55,,
MUNDIPHARMA,Médecin,WAJEMAN SOPHIE,06/02/2014,REPAS,€35,,
MUNDIPHARMA,Médecin,WAJEMAN SOPHIE,09/01/2014,REPAS,€26,,
MUNDIPHARMA,Médecin,WAJEMAN SOPHIE,10/01/2013,HOSPITALITE REUNION PROFESSIONNELLE,€55,,
NOBEL BIOCARE FRANCE SAS,Chirurgien-dentiste,CHATAIN DENIS,15/04/2014,REPAS,€16,,
NOVARTIS PHARMA SAS,Médecin,BEAUFILS JEAN,19/11/2013,Autre : [Hospitalité Evenement Scientifique],€40,,
NOVARTIS PHARMA SAS,Médecin,BROC DUQUESNE MARIE PIERRE,18/04/2014,Autre : [Participation Evenement Scientifique],€17,,
NOVARTIS PHARMA SAS,Médecin,DE GEYER ALAIN,14/11/2013,Autre : [Hospitalité Evenement Scientifique],€54,,
NOVARTIS PHARMA SAS,Médecin,DE GEYER ALAIN,24/09/2013,Autre : [Hospitalité Evenement Scientifique],€27,,
NOVARTIS PHARMA SAS,Médecin,DE GEYER ALAIN,08/10/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,DE GEYER ALAIN,19/06/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,DE GEYER ALAIN,10/04/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,DE SAINT DENIS DANIEL,18/04/2014,Autre : [Participation Evenement Scientifique],€17,,
NOVARTIS PHARMA SAS,Médecin,DUMONT PATRICE,03/06/2014,Autre : [Participation Evenement Scientifique],€50,,
NOVARTIS PHARMA SAS,Médecin,DUMONT PATRICE,14/11/2013,Autre : [Hospitalité Evenement Scientifique],€54,,
NOVARTIS PHARMA SAS,Médecin,GEFFRAY EMMANUELLE,19/11/2013,Autre : [Hospitalité Evenement Scientifique],€40,,
NOVARTIS PHARMA SAS,Médecin,GERVES HENRY,18/04/2014,Autre : [Participation Evenement Scientifique],€17,,
NOVARTIS PHARMA SAS,Médecin,GIRAUDON PIERRE,23/01/2014,Hébergement,€138,,
NOVARTIS PHARMA SAS,Médecin,GIRAUDON PIERRE,23/01/2014,Repas,€152,,
NOVARTIS PHARMA SAS,Médecin,GIRAUDON PIERRE,23/01/2014,Autre : [Participation Evenement Scientifique],€164,,
NOVARTIS PHARMA SAS,Médecin,GIRAUDON PIERRE,18/04/2014,Autre : [Participation Evenement Scientifique],€17,,
NOVARTIS PHARMA SAS,Médecin,GRUDET STEPHANE,19/11/2013,Autre : [Hospitalité Evenement Scientifique],€40,,
NOVARTIS PHARMA SAS,Médecin,JEAN EMMANUEL,24/07/2013,Repas,€26,,
NOVARTIS PHARMA SAS,Médecin,LAGON FRANCOIS,19/09/2013,Repas,€42,,
NOVARTIS PHARMA SAS,Médecin,LAGON FRANCOIS,14/11/2013,Autre : [Hospitalité Evenement Scientifique],€54,,
NOVARTIS PHARMA SAS,Médecin,LAGON FRANCOIS,19/06/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,LAGON FRANCOIS,19/11/2013,Autre : [Hospitalité Evenement Scientifique],€40,,
NOVARTIS PHARMA SAS,Médecin,LUCAS DAVID,19/11/2013,Autre : [Hospitalité Evenement Scientifique],€40,,
NOVARTIS PHARMA SAS,Médecin,NEEZ LUCE,05/06/2014,Repas,€18,,
NOVARTIS PHARMA SAS,Médecin,SIMON NATHALIE,19/09/2013,Repas,€42,,
NOVARTIS PHARMA SAS,Médecin,VALLEE EDOUARD,24/07/2013,Repas,€26,,
NOVARTIS PHARMA SAS,Médecin,WAJEMAN SOPHIE,19/09/2013,Repas,€42,,
NOVARTIS PHARMA SAS,Pharmacien,LECARDONNEL ASTRID,15/04/2014,Repas,€73,,
NOVARTIS PHARMA SAS,Pharmacien,LECARDONNEL ASTRID,15/04/2014,Transport,€184,,
NOVARTIS PHARMA SAS,Pharmacien,LECARDONNEL ASTRID,15/04/2014,Repas,€73,,
NOVARTIS PHARMA SAS,Pharmacien,LECARDONNEL ASTRID,12/09/2013,Hébergement,€200,,
NOVARTIS PHARMA SAS,Pharmacien,LECARDONNEL ASTRID,12/09/2013,Transport,€146,,
NOVARTIS PHARMA SAS,Pharmacien,LECARDONNEL ASTRID,12/09/2013,Repas,€196,,
NOVO NORDISK,Médecin,DEDIU SILVIA,21/03/2014,REPAS,€20,,
NOVO NORDISK,Médecin,DEDIU SILVIA,12/09/2013,REPAS,€10,,
NOVO NORDISK,Médecin,GEFFRAY EMMANUELLE,03/10/2013,REPAS,€30,,
NOVO NORDISK,Médecin,LAMACHE SEBASTIEN,17/04/2014,REPAS,€58,,
NOVO NORDISK,Médecin,LAUNAY OLIVIER,05/06/2014,REPAS,€52,,
NOVO NORDISK,Médecin,LAUNAY OLIVIER,30/01/2014,REPAS,€44,,
NOVO NORDISK,Médecin,SIMON NATHALIE,03/10/2013,REPAS,€30,,
NOVO NORDISK,Médecin,WAJEMAN SOPHIE,03/10/2013,REPAS,€30,,
NOVO NORDISK,Pharmacien,LECARDONNEL ASTRID,14/11/2013,REPAS,€37,,
ORMCO FRANCE SAS,Chirurgien-dentiste,CHATAIN DENIS,21/01/2014,DONS DE MATERIEL,€181,,
Otsuka Pharmaceutical France SAS,Médecin,DAISY GERSENDE,15/05/2014,Repas,€60,,
Otsuka Pharmaceutical France SAS,Médecin,JERNEA MONICA,03/04/2014,HEBERGEMENT,€185,,
Otsuka Pharmaceutical France SAS,Médecin,JERNEA MONICA,03/04/2014,TRANSPORT,€152,,
PFIZER SAS,Médecin,LAGON FRANCOIS,11/07/2013,Repas,€30,,
PFIZER SAS,Médecin,SIMON NATHALIE,11/07/2013,Repas,€30,,
PFIZER SAS,Médecin,WAJEMAN SOPHIE,11/07/2013,Repas,€30,,
Pierre Fabre Dermo-Cosmétique,Pharmacien,MONFORT MARIS CAROLINE,03/02/2014,RESTAURATION,€17,,
PIERRE FABRE MEDICAMENT,Médecin,HARDOUIN PHILIPPE,16/10/2013,RESTAURATION,€53,,
PIERRE FABRE MEDICAMENT,Médecin,LAUNAY OLIVIER,30/05/2013,Restauration,€36,,
PIERRE FABRE MEDICAMENT,Médecin,LAUNAY OLIVIER,13/12/2012,Restauration,€25,,
PIERRE FABRE MEDICAMENT,Médecin,LAUNAY OLIVIER,06/12/2012,Restauration,€36,,
PIERRE FABRE MEDICAMENT,Médecin,LAUNAY OLIVIER,15/03/2012,Restauration,€30,,
PIERRE FABRE MEDICAMENT,Médecin,LAUNAY OLIVIER,10/01/2013,Restauration,€39,,
PIERRE FABRE MEDICAMENT,Médecin,LAUNAY OLIVIER,27/09/2012,Restauration,€35,,
PIERRE FABRE MEDICAMENT,Médecin,LAUNAY OLIVIER,06/06/2013,Restauration,€36,,
PIERRE FABRE MEDICAMENT,Médecin,LAUNAY OLIVIER,09/01/2014,RESTAURATION,€31,,
PIERRE FABRE MEDICAMENT,Médecin,LAUNAY OLIVIER,16/01/2014,RESTAURATION,€30,,
PIERRE FABRE MEDICAMENT,Médecin,LAUNAY OLIVIER,19/09/2013,RESTAURATION,€32,,
PIERRE FABRE MEDICAMENT,Médecin,LAUNAY OLIVIER,14/06/2012,Restauration,€33,,
PIERRE FABRE MEDICAMENT,Médecin,LAUNAY OLIVIER,12/12/2012,Restauration,€30,,
PIERRE FABRE MEDICAMENT,Médecin,WAJEMAN SOPHIE,06/03/2014,RESTAURATION,€50,,
PIERRE FABRE MEDICAMENT,Pharmacien,GOUDAL LAURENT,12/06/2014,RESTAURATION,€27,,
PIERRE FABRE MEDICAMENT,Pharmacien,GOUDAL LAURENT,21/01/2014,RESTAURATION,€26,,
PIERRE FABRE MEDICAMENT,Préparateur en pharmacie et préparateur en pharmacie hospitalière,FAFIN BERNADETTE,21/01/2014,RESTAURATION,€26,,
PIERRE FABRE MEDICAMENT,Préparateur en pharmacie et préparateur en pharmacie hospitalière,FOULON JOSIANE,21/01/2014,RESTAURATION,€26,,
PIERRE FABRE MEDICAMENT,Préparateur en pharmacie et préparateur en pharmacie hospitalière,FRIGOUT ELOISE,21/01/2014,RESTAURATION,€26,,
PIERRE FABRE MEDICAMENT,Préparateur en pharmacie et préparateur en pharmacie hospitalière,HIMEN SARAH,21/01/2014,RESTAURATION,€26,,
ROTTAPHARM SAS,Médecin,LLINARES FREDERIQUE,17/10/2013,VISITE/(3 X GO-ON 25MG),€27,,
SANOFI AVENTIS FRANCE,Etudiant,LANGLOIS INES,20/03/2014,Repas,€16,,
SANOFI AVENTIS FRANCE,Médecin,BINET DIDIER,18/06/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Médecin,DE GEYER ALAIN,09/10/2013,Restauration,€32,,
SANOFI AVENTIS FRANCE,Médecin,DEMATTEO PHILIPPE,18/06/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Médecin,JEAN EMMANUEL,12/09/2013,Restauration,€25,,
SANOFI AVENTIS FRANCE,Médecin,LAGON FRANCOIS,06/03/2014,Repas,€32,,
SANOFI AVENTIS FRANCE,Médecin,LAGON FRANCOIS,10/09/2013,Restauration,€20,,
SANOFI AVENTIS FRANCE,Médecin,LAGON FRANCOIS,03/10/2013,Restauration,€50,,
SANOFI AVENTIS FRANCE,Médecin,LAIB RYAD,20/09/2013,Restauration,€20,,
SANOFI AVENTIS FRANCE,Médecin,LEGER BENEDICTE,22/11/2013,Restauration,€54,,
SANOFI AVENTIS FRANCE,Médecin,LEGER BENEDICTE,22/11/2013,Hébergement,€160,,
SANOFI AVENTIS FRANCE,Médecin,LEGRAIN YANN,22/03/2014,Autre : [Restauration],€28,,
SANOFI AVENTIS FRANCE,Médecin,MURESAN CRISTINA ANA,21/03/2014,Autre : [Restauration],€48,,
SANOFI AVENTIS FRANCE,Médecin,SIMON NATHALIE,06/03/2014,Repas,€32,,
SANOFI AVENTIS FRANCE,Médecin,WAJEMAN SOPHIE,12/09/2013,Restauration,€25,,
SANOFI AVENTIS FRANCE,Médecin,WAJEMAN SOPHIE,03/10/2013,Restauration,€50,,
SANOFI AVENTIS FRANCE,Médecin,WAJEMAN SOPHIE,20/03/2014,Repas,€16,,
SANOFI AVENTIS FRANCE,Pharmacien,GOUDAL LAURENT,09/10/2013,Restauration,€32,,
SANOFI AVENTIS FRANCE,Pharmacien,TUAMBILANGANA CARINE,10/04/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MOULIN CHARLENE,10/04/2014,Repas,€20,,
SANOFI PASTEUR MSD SNC,Médecin,DE GEYER ALAIN,06/06/2013,Repas,€60,,
SANOFI PASTEUR MSD SNC,Médecin,LUCAS DAVID,06/06/2013,Repas,€60,,
SHIRE France S.A.,Médecin,RISBEC GUY,03/12/2013,Repas,€60,,
TEVA SANTE SAS,Etudiant,LANGLOIS INES,19/12/2013,REPAS,€25,,
TEVA SANTE SAS,Médecin,GEFFRAY EMMANUELLE,19/12/2013,REPAS,€25,,
TEVA SANTE SAS,Médecin,LAGON FRANCOIS,19/12/2013,REPAS,€25,,
TEVA SANTE SAS,Médecin,SIMON NATHALIE,19/12/2013,REPAS,€25,,
TEVA SANTE SAS,Médecin,WAJEMAN SOPHIE,19/12/2013,REPAS,€25,,
